revision,file_entropy
11,0.9232358053210395
14,0.0
22,0.0
38,0.0
49,0.0
51,0.5428475602104597
53,0.860830578548299
68,0.0
77,0.7224621750366058
93,0.5926664615788768
100,0.9880545097403004
121,0.0
127,0.0
131,0.0
137,0.0
140,0.4865421100649744
155,0.3765107019044
157,0.0
164,0.0
169,0.0
170,0.0
183,0.0
193,0.8931600046797099
206,0.0
211,0.0
212,0.0
213,0.0
252,0.5251661304863529
255,0.0
261,0.9944140354704594
271,0.7717094696953632
282,0.6628398440530157
295,0.5110680017181979
299,0.8645605040430391
301,0.8648759835260009
329,0.8619891015732856
340,0.0
341,0.0
355,0.0
361,0.0
367,0.0
376,0.0
384,0.9408702548358304
387,0.0
414,0.0
421,0.6584502980276927
432,0.6878104530170778
438,0.4771454589590727
439,0.0
448,0.0
452,0.0
453,0.32905730881450024
457,0.0
458,0.6201270679805027
460,0.6180244357305549
467,0.0
468,0.0
495,0.0
499,0.8883228967059669
502,0.8501668343590816
527,0.0
533,0.0
541,0.8039741738455288
543,0.4618870317337018
545,0.6523224187013763
552,0.6996644265293912
565,0.8520142839110906
566,0.0
569,0.0
579,0.9130025771623328
582,0.7883711104908304
619,0.0
621,0.0
630,0.8251315065938176
648,0.0
650,0.0
658,0.943232477326726
666,0.0
667,0.6944470279081343
674,0.0
676,0.5058212955154968
683,0.7813025428585361
687,0.8563866741935209
703,0.0
711,0.6033497239718905
724,0.4689876835778175
725,0.8675387186897499
728,0.7814748156275853
730,0.0
752,0.4451698147887454
764,0.0
777,0.0
779,0.83241434782404
780,0.9839458954879012
789,0.6770327628787445
803,0.0
818,0.0
826,0.0
830,0.0
834,0.4961996250326965
837,0.0
845,0.0
854,0.9303102218997896
856,0.5350210879823251
861,0.0
863,0.0
899,0.0
902,0.7010321610286002
916,0.0
919,0.0
926,0.0
927,0.9723118604103372
953,0.0
956,0.0
970,0.0
972,0.697494980437671
994,0.0
1000,0.0
1014,0.6858718082704534
1018,0.0
1022,0.7093348567912133
1039,0.0
1103,0.0
1107,0.0
1119,0.7158644732076646
1127,0.0
1128,0.5774067836133262
1153,0.0
1209,0.9549548785717176
1275,0.0
1280,0.9132443395966175
1292,0.5570133945010436
1294,0.64331542023506
1300,0.7392920123571072
1302,0.0
1304,0.5752758312889871
