revision,file_entropy
1,0.8904909516515311
4,0.4120755777554205
6,0.9127383904942524
8,0.5681340021117761
19,0.9878172471866432
33,0.0
41,0.0
54,0.0
58,0.0
59,0.37438513078485824
60,0.4361771635742613
62,0.9011640330666448
64,0.5944032998539843
65,0.0
67,0.0
70,0.0
94,0.7573335227600696
95,0.92829024393992
99,0.0
130,0.8386466631732876
132,0.8817032717960898
134,0.7244038866208269
142,0.4804946857584588
144,0.8593286592702436
186,0.0
188,0.0
189,0.0
190,0.9767266515546692
201,0.0
202,0.2645532880151316
204,0.0
207,0.0
217,0.0
218,0.9656971902798324
219,0.0
222,0.0
235,0.0
238,0.8344129293770697
241,0.7251144513493655
254,0.9457090390015652
256,0.0
259,0.0
262,0.8621515820514588
265,0.8570689960204592
267,0.0
270,0.9138251196713644
279,0.0
280,0.9494233971129612
283,0.0
314,0.8591791146559093
319,0.0
323,0.8783120340638492
330,0.0
334,0.0
338,0.7644862387760281
339,0.0
348,0.0
350,0.0
351,0.0
353,0.0
363,0.7275405299141708
374,0.7125837536116384
375,0.0
382,0.5221406510460177
383,0.897072820595991
392,0.0
399,0.958214214299376
401,0.8480792417755854
402,0.0
403,0.0
404,0.7464029076330116
416,0.8434093036321128
424,0.0
427,0.0
431,0.750901549249402
436,0.8563652077367216
437,0.8598767800762217
442,0.0
456,0.8264465886785923
462,0.9092554506850604
469,0.0
482,0.8490489236586936
488,0.0
497,0.8504352345194262
503,0.0
511,0.6477331280907332
512,0.9703760989664074
514,0.0
516,0.0
520,0.7076919067219384
526,0.0
532,0.0
538,0.5671692813062483
539,0.7969120403587729
544,0.6781351109957926
549,0.5444593818874754
550,0.7986712180948226
551,0.6888042458311788
553,0.0
563,0.6536007377725263
577,0.5785241664682886
583,0.91051555717511
588,0.5415626389007216
589,0.7040748371915729
601,0.0
602,0.5884853810609516
608,0.0
615,0.0
616,0.7795651345172685
618,0.9232016630815331
634,0.0
652,0.0
653,0.0
665,0.9206078034102934
668,0.8358836012606061
673,0.8444504976281537
677,0.7690833822402235
679,0.0
680,0.03316470813847314
681,0.8408791047938751
682,0.0
686,0.6703072355101738
691,0.0
698,0.7900311223934493
701,0.9778519545609716
706,0.7019606664100289
709,0.0
713,0.8049107868019059
721,0.0
722,0.4179182456048571
723,0.7914721397839987
731,0.8023566757916392
732,0.8254450143333211
733,0.0
744,0.8325790230246409
757,0.0
762,0.0
763,0.7496642480154696
771,0.8711406420506711
782,0.0
786,0.9110951134439246
790,0.0
791,0.8916326067964582
798,0.0
809,0.8303845739625585
811,0.0
814,0.0
816,0.0
820,0.0
821,0.0
822,0.910061235147364
823,0.8529713310810331
824,0.0
825,0.0
827,0.0
829,0.449729332580185
831,0.8412161719296711
853,0.0
855,0.0
857,0.9635320692829769
858,0.0
864,0.0
867,0.0
873,0.4580363855033447
876,0.9481178800140256
883,0.0
889,0.39286932132483904
917,0.9101008842168432
918,0.9503787723281272
920,0.26686366986676
921,0.7962385899498622
925,0.44619962932244
943,0.0
944,0.8350647649280764
947,0.4696537036854223
948,0.0
958,0.8864036542641609
966,0.8516620924228699
967,0.7872847744452763
969,0.9996947980548736
981,0.8763133727756042
990,0.9788007967146084
991,0.0
998,0.7752247067622439
1025,0.7971608932571783
1026,0.0
1036,0.6943007510407948
1041,0.0
1067,0.0
1068,0.8034232408798946
1071,0.4261877078320421
1084,0.944143638344241
1087,0.8939833071796355
1090,0.0
1091,0.0
1100,0.8788119916695062
1102,0.8175098043791171
1104,0.628418938878069
1105,0.8343767485450595
1108,0.0
1111,0.6123838713026407
1133,0.5783286737680844
1151,0.0
1152,0.0
1154,0.7140610512827343
1155,0.8540881984061933
1157,0.9001599428718123
1158,0.8264455456273164
1160,0.37003058161015545
1161,0.5088136304856599
1191,0.8127741355772824
1227,0.8233920873784049
1228,0.0
1243,0.0
1247,0.0
1249,0.8059601099444805
1250,0.0
1253,0.0
1254,0.499919837307585
1270,0.8286803780398662
1271,0.0
1284,0.0
1288,0.0
