revision,changed_file,insertion,deletion
218120,7,41,140
218119,1,0,2
218118,9,142,41
218117,2,14,105
218116,7,25,35
218115,1,0,10
218114,7,35,25
218113,7,22,35
218112,10,40,107
218111,3,75,5
218110,3,5,75
218109,1,3,2
218108,8,24,38
218107,1,3,2
218106,8,38,31
218105,2,30,68
218104,9,90,65
218103,2,30,68
218102,9,95,231
218101,1,0,4
218100,8,39,22
218099,1,0,4
218098,2,0,8
218097,3,13,16
218096,5,9,19
218095,1,0,2
218094,2,2,2
218093,5,19,7
218092,6,8,20
218091,5,19,7
218090,6,8,20
218089,5,19,7
218088,6,12,30
218087,5,19,7
218086,7,13,70
218085,5,19,7
218084,1,2,3
218083,1,0,4
218082,1,2,1
218081,3,5,14
218080,1,0,1
218079,1,0,1
218078,1,0,3
218077,1,3,0
218076,1,0,3
218075,0,0,0
218074,6,22,361
218073,6,7,24
218072,1,1,5
218071,5,18,37
218070,1,7,0
218069,1,0,12
218068,1,12,0
218067,1,6,0
218066,3,53,6
218065,1,0,2
218064,1,2,0
218063,1,0,2
218062,0,0,0
218061,2,6,51
218060,1,0,6
218059,1,96,0
218058,14,15,14
218057,1,0,1
218056,1,1,16
218055,0,0,0
218054,1,0,1
218053,1,0,7
218052,1,0,12
218051,1,29,57
218050,1,8,11
218049,4,0,27
218048,1,4,10
218047,5,11,16
218046,1,0,1
218045,4,13,10
218044,1,1,1
218043,1,0,1
218042,2,8,11
218041,1,0,2
218040,0,0,0
218039,1,0,109
218038,1,9,18
218037,1,0,7
218036,4,0,62
218035,1,0,5
218034,3,0,31
218033,1,0,14
218032,1,3,3
218031,3,403,429
218030,1,7,15
218029,1,6,6
218028,1,1,2
218027,1,4,6
218026,1,4,64
218025,4,64,77
218024,1,1,1
218023,1,2,2
218022,1,1,1
218021,1,8,13
218020,1,1,1
218019,1,4,7
218018,1,0,4
218017,2,1,23
218016,3,0,4
218015,1,6,11
218014,2,10,6
218013,3,1,8
218012,1,0,4
218011,3,5,21
218010,1,0,3
218009,1,2,0
218008,1,0,2
218007,1,2,0
218006,1,0,2
218005,0,0,0
218004,1,1,1
218003,3,10,10
218002,1,3,0
218001,3,2,24
218000,1,0,6
217999,3,28,17
217998,4,2,10
217997,1,0,6
217996,1,1,5
217995,2,3,4
217994,1,0,3
217993,1,2,2
217992,5,3,30
217991,5,22,39
217990,2,4,26
217989,2,6,6
217988,2,3,21
217987,2,1,2
217986,1,1,1
217985,3,43,229
217984,1,3,5
217983,2,1,9
217982,3,9,28
217981,2,0,28
217980,11,12,47
217979,1,1,1
217978,1,4,6
217977,1,0,4
217976,1,103,105
217975,7,225,238
217974,1,1,5
217973,14,106,300
217972,11,64,342
217971,4,0,38
217970,3,8,33
217969,2,11,15
217968,1,0,4
217967,11,11,268
217966,1,0,7
217965,3,48,22
217964,2,2,28
217963,2,20,12
217962,2,26,26
217961,1,5,11
217960,1,0,8
217959,70,32,56
217958,1,0,2
217957,1,3,0
217956,1,0,3
217955,1,2,0
217954,1,0,2
217953,0,0,0
217952,1,0,1
217951,1,0,1
217950,220,438,73121
217949,1,0,12
217948,1,2,2
217947,10,15,35
217946,1,0,2
217945,1,2,0
217944,1,0,2
217943,8,34,12
217942,6,8,28
217941,4,4,6
217940,2,99,111
217939,1,1,1
217938,4,1,82
217937,2,5,37
217936,1,2,3
217935,1,13,0
217934,1,2,1
217933,1,0,3
217932,1,0,1
217931,1,0,5
217930,7,63,169
217929,8,35,47
217928,1,5,8
217927,1,1,9
217926,1,2,2
217925,1,5,8
217924,1,1,15
217923,1,0,3
217922,2,7,24
217921,2,287,40
217920,4,12,50
217919,1,0,2
217918,1,2,0
217917,1,0,2
217916,0,0,0
217915,1,1,2
217914,4,18,168
217913,1,0,7
217912,7,49,109
217911,4,166,16
217910,4,16,166
217909,1,2,2
217908,3,43,0
217907,1,6,2
217906,4,1,73
217905,1,15,13
217904,3,1,40
217903,7,8,258
217902,1,2,2
217901,1,0,5
217900,2,4,14
217899,1,0,5
217898,3,1,31
217897,1,0,10
217896,3,9,12
217895,3,1,26
217894,3,16,26
217893,1,1,1
217892,1,1,1
217891,3,34,97
217890,1,5,21
217889,1,1,10
217888,3,24,14
217887,16,1255,0
217886,6,44,1
217885,1,2,2
217884,1,2,2
217883,1,13,15
217882,1,2,1
217881,1,12,21
217880,2,3,1
217879,1,0,2
217878,1,2,0
217877,1,0,2
217876,0,0,0
217875,11,3,33
217874,5,17,18
217873,43,1602,1599
217872,1,1,1
217871,1,0,2497
217870,53,1644,1616
217869,2,1,8
217868,6,20,44
217867,1,6,15
217866,2,17,65
217865,1,1,1
217864,2,0,19
217863,1,1,6
217862,11,3,33
217861,5,17,18
217860,43,1602,1599
217859,1,11,0
217858,1,4,5
217857,2,3,38
217856,2,2,12
217855,1,0,2
217854,1,1,1
217853,1,2,8
217852,2,12,28
217851,1,0,6
217850,1,1,3
217849,1,7,6
217848,1,0,8
217847,10,32,40
217846,2,7,8
217845,1,1233,1518
217844,3,0,15
217843,3,120,158
217842,7,18,198
217841,5,13,252
217840,1,0,6
217839,5,21,175
217838,1,2,2
217837,1,1,1
217836,2,4,7
217835,0,0,0
217834,1,1,11
217833,2,6,23
217832,1,23,4
217831,1,4,23
217830,1,0,2
217829,0,0,0
217828,5,7,84
217827,4,48,167
217826,1,61,160
217825,2,0,16
217824,3,2,95
217823,2,0,15
217822,1,21,45
217821,1,0,4
217820,1,1,3
217819,16,56,63
217818,1,0,11
217817,1,1,1
217816,1,0,1
217815,1,20,14
217814,4,0,7
217813,1,2,2
217812,3,1,15
217811,1,15,16
217810,2,2,1
217809,1,0,2
217808,1,2,0
217807,1,0,2
217806,0,0,0
217805,8,199,0
217804,8,0,199
217803,11,21,200
217802,6,3,50
217801,25,167,1075
217800,11,315,396
217799,3,4,70
217798,16,0,1255
217797,16,1255,0
217796,1,2,7
217795,2,15,9
217794,1,0,5
217793,1,4,9
217792,2,9,7
217791,2,6,8
217790,5,0,6
217789,1,7,15
217788,2,8,6
217787,1,2,11
217786,2,2,2
217785,1,4,0
217784,1,1,15
217783,3,0,22
217782,1,1,1
217781,3,10,23
217780,12,17,124
217779,1,11,66
217778,1,4,4
217777,4,19,2
217776,4,2,19
217775,2,2,5
217774,1,14,19
217773,2,4,1
217772,1,0,3
217771,1,2,0
217770,1,0,2
217769,1,2,0
217768,1,0,2
217767,0,0,0
217766,15,17,17
217765,1,0,1
217764,1,0,6
217763,0,0,0
217762,1,0,1
217761,1,1,1
217760,1,1,1
217759,1,1,1
217758,4,2,62
217757,4,62,2
217756,4,27,30
217755,3,1,23
217754,2,0,40
217753,2,0,35
217752,4,2,62
217751,5,29,108
217750,1,2,2
217749,1,0,5
217748,3,17,27
217747,2,14,48
217746,1,0,1
217745,1,0,16
217744,4,35,81
217743,1,2,7
217742,1,0,1
217741,4,23,1
217740,1,0,3
217739,4,7,13
217738,1,9,28
217737,1,1,3
217736,2,4,5
217735,7,52,41
217734,4,34,59
217733,3,4,19
217732,1,1,23
217731,11,243,232
217730,1,2479,0
217729,1,1,1
217728,2,9,8
217727,1,6,5
217726,1,0,6
217725,1,0,5
217724,1,2,1
217723,1,0,4
217722,2,5,38
217721,3,3,64
217720,1,16,41
217719,1,3,4
217718,2,16,33
217717,7,32,228
217716,1,8,7
217715,2,10,115
217714,1,1,4
217713,3,27,35
217712,1,4,9
217711,3,13,82
217710,1,0,6
217709,72,898,1045
217708,1,5,1
217707,1,9,16
217706,1,2,3
217705,1,3,7
217704,1,1,1
217703,1,0,3
217702,1,1,1
217701,1,2,7
217700,1,2,5
217699,2,4,20
217698,1,90,71
217697,1,0,4
217696,1,0,4
217695,2,3,17
217694,1,5,10
217693,3,3,13
217692,6,0,383
217691,1,4,3
217690,1,0,1
217689,2,5,5
217688,6,0,113
217687,1,2,2
217686,1,0,4
217685,5,90,9
217684,13,2,189
217683,11,241,307
217682,1,2,2
217681,14,128,155
217680,1,6,7
217679,2,3,3
217678,11,45,81
217677,3,4,10
217676,5,11,10
217675,2,2,2
217674,1,4,4
217673,3,7,15
217672,3,5,11
217671,1,16,2
217670,6,35,129
217669,5,28,151
217668,1,2,1
217667,8,55,95
217666,7,3,102
217665,6,3,103
217664,1,2,0
217663,1,17,27
217662,4,6,6
217661,3,38,54
217660,5,3,78
217659,19,30,1293
217658,7,388,997
217657,16,625,300
217656,2,2,2
217655,1,11,16
217654,1,0,8
217653,1,2,10
217652,4,6,34
217651,6,66,189
217650,1,0,19
217649,1,0,7
217648,1,3,21
217647,1,9,17
217646,4,6,48
217645,4,3,37
217644,1,1,11
217643,1,1,0
217642,3,19,77
217641,2,25,3
217640,3,79,20
217639,1,1,0
217638,3,19,79
217637,1,1,20
217636,3,4,33
217635,44,1308,594
217634,3,12,37
217633,2,0,49
217632,1,1,3
217631,44,596,1310
217630,1,5,31
217629,1,2,3
217628,2,5,36
217627,2,2,2
217626,2,0,10
217625,1,1,6
217624,1,1,1
217623,2,1,18
217622,7,91,184
217621,4,25,105
217620,1,30,13
217619,3,41,24
217618,1,14,11
217617,1,0,5
217616,1,1,4
217615,1,2,6
217614,7,42,80
217613,2,2,6
217612,11,289,116
217611,1,1,13
217610,3,0,38
217609,5,37,72
217608,4,7,29
217607,5,0,42
217606,1,1,1
217605,4,30,52
217604,7,91,184
217603,4,25,105
217602,1,17,18
217601,4,62,79
217600,1,32,22
217599,2,0,24
217598,3,3,5
217597,1,0,1
217596,2,165,191
217595,3,4,20
217594,3,8,24
217593,1,2,2
217592,1,0,3
217591,1,0,7
217590,1,0,13
217589,1,3,0
217588,1,4,12
217587,1,1,8
217586,4,0,86
217585,1,9,16
217584,1,1,6
217583,2,1,6
217582,2,263,297
217581,2,6,18
217580,3,23,12
217579,1,0,10
217578,4,9,104
217577,2,15,32
217576,1,2,21
217575,1,2,2
217574,1,0,2
217573,1,0,4
217572,1,3,2
217571,2,19,41
217570,2,15,13
217569,3,26,73
217568,4,25,41
217567,1,1,1
217566,5,36,36
217565,5,21,45
217564,2,4,30
217563,1,1,1
217562,1,0,1
217561,1,1,4
217560,1,1,1
217559,1,0,5
217558,3,31,53
217557,1,2,7
217556,1,2,3
217555,1,1,1
217554,14,12,139
217553,2,20,11
217552,1,7,9
217551,2,9,19
217550,3,3,7
217549,1,1,5
217548,2,11,38
217547,4,7,7
217546,1,9,2
217545,1,2,2
217544,3,16,35
217543,3,17,29
217542,3,54,54
217541,2,77,79
217540,1,0,13
217539,1,4,4
217538,1,2,2
217537,4,9,9
217536,1,1,9
217535,1,10,0
217534,1,0,10
217533,13,152,166
217532,1,0,3
217531,1,1,1
217530,1,1,1
217529,1,1,1
217528,3,14,12
217527,11,17,29
217526,1,1,3
217525,10,19,2
217524,1,0,1
217523,2,17,31
217522,2,47,107
217521,1,0,1
217520,3,2,84
217519,1,0,10
217518,1,3,1
217517,3,20,34
217516,2,8,37
217515,4,5,12
217514,2,2,11
217513,1,1,4
217512,5,31,86
217511,8,75,330
217510,2,18,3
217509,1,0,2
217508,3,16,5
217507,1,1,3
217506,1,332,344
217505,2,8,9
217504,2,8,203
217503,1,3,6
217502,1,1,19
217501,16,20,20
217500,1,2,3
217499,1,9,1
217498,1,1,9
217497,4,8,0
217496,1,1,2
217495,2,3,8
217494,6,259,213
217493,3,1,9
217492,9,3,15
217491,1,4,10
217490,1,1,2
217489,6,66,288
217488,2,5,5
217487,2,18,112
217486,2,4,65
217485,1,6,6
217484,7,113,60
217483,1,1,2
217482,1,3,3
217481,2,30,12
217480,4,6,69
217479,1,1,1
217478,2,3,5
217477,13,9,91
217476,2,13,12
217475,1,1,1
217474,4,4,5
217473,1,2,0
217472,1,2,4
217471,2,0,7
217470,1,0,1
217469,3,6,12
217468,28,82,553
217467,2,15,39
217466,8,55,69
217465,4,0,43
217464,2,2,15
217463,1,0,1
217462,2,0,19
217461,1,1,1
217460,1,20,29
217459,4,2,3
217458,6,18,141
217457,11,232,415
217456,94,5667,5099
217455,1,3,9
217454,3,24,7
217453,1,1,3
217452,1,53,97
217451,1,4,6
217450,1,0,3
217449,2,0,65
217448,1,0,4
217447,1,1,26
217446,1,2,2
217445,1,0,3
217444,1,10,37
217443,1,1,1
217442,2,12,11
217441,4,5,113
217440,1,6,6
217439,1,4,12
217438,2,1,49
217437,2,14,35
217436,2,4,0
217435,1,1,2
217434,1,8,4
217433,1,4,0
217432,3,46,41
217431,2,8,6
217430,1,16,20
217429,1,4,8
217428,1,5,1
217427,3,6,29
217426,3,0,14
217425,1,1,6
217424,2,37,50
217423,1,1,16
217422,4,0,8
217421,1,4,4
217420,5,29,59
217419,2,1,2
217418,2,5,67
217417,5,6,116
217416,2,5,70
217415,1,2,16
217414,3,1,43
217413,3,15,64
217412,3,7,24
217411,1,6,119
217410,1,2,31
217409,1,3,2
217408,1,0,6
217407,2,15,20
217406,2,3,5
217405,6,106,119
217404,4,6,100
217403,2,0,11
217402,8,52,15
217401,3,2,20
217400,1,3,28
217399,1,1,8
217398,1,3,7
217397,6,20,84
217396,4,19,120
217395,1,1,1
217394,1,2,9
217393,1,2,2
217392,1,2,6
217391,7,13,104
217390,4,30,173
217389,6,152,11
217388,2,8,27
217387,1,0,11
217386,1,0,8
217385,1,0,8
217384,3,14,18
217383,3,0,4
217382,3,2,41
217381,1,3,7
217380,3,13,35
217379,1,1,1
217378,2,0,46
217377,1,1,1
217376,7,1,60
217375,1,2,2
217374,2,19,33
217373,1,2,0
217372,1,4,14
217371,1,2,7
217370,2,3,7
217369,27,10,10
217368,13,5,49
217367,1,4,58
217366,13,119,17
217365,3,0,13
217364,1,2,2
217363,2,1,5
217362,3,0,39
217361,2,18,38
217360,6,19,95
217359,1,1,1
217358,4,5,11
217357,2,4,4
217356,4,14,13
217355,1,0,2
217354,1,5,5
217353,1,1,13
217352,1,0,2
217351,1,11,33
217350,1,4,12
217349,1,8,9
217348,1,8,13
217347,1,0,1
217346,0,0,0
217345,1,4,15
217344,1,6,49
217343,4,119,5
217342,1,2,5
217341,1,4,10
217340,1,2,3
217339,2,5,18
217338,1,1,6
217337,1,0,1
217336,1,3,4
217335,1,1,1
217334,3,1,37
217333,1,7,7
217332,2,6,13
217331,1,0,5
217330,3,2,20
217329,4,189,132
217328,1,18,11
217327,1,1,1
217326,1,0,1
217325,1,2,2
217324,1,9,26
217323,1,3,12
217322,1,0,4
217321,1,0,2
217320,2,22,45
217319,1,9,11
217318,1,7,10
217317,2,11,93
217316,16,108,102
217315,2,3,11
217314,1,17,16
217313,1,1,7
217312,4,22,92
217311,5,18,107
217310,1,1,1
217309,1,5,6
217308,1,7,0
217307,3,21,36
217306,11,91,299
217305,5,7,36
217304,1,1,1
217303,2,11,30
217302,1,9,28
217301,1,0,8
217300,1,1,3
217299,1,3,6
217298,2,29,33
217297,4,13,31
217296,7,2405,1929
217295,4,6,67
217294,1,7,17
217293,3,0,5
217292,1,8,11
217291,1,0,7
217290,7,19,23
217289,1,1,1
217288,2,2,2
217287,3,7,175
217286,1,5,7
217285,1,1,5
217284,1,6,18
217283,1,0,1
217282,1,0,12
217281,1,1,1
217280,1,4,1
217279,1,6,1
217278,4,30,7
217277,2,0,37
217276,2,0,11
217275,2,0,65
217274,1,8,12
217273,1,48,20
217272,2,11,11
217271,1,25,23
217270,1,26,27
217269,2,9,10
217268,2,12,5
217267,4,12,68
217266,1,1,0
217265,1,6,1
217264,2,0,11
217263,1,2,4
217262,1,2,12
217261,4,35,135
217260,4,30,35
217259,1,5,22
217258,1,6,39
217257,37,1618,59
217256,1,4,63
217255,1,3,7
217254,1,1,1
217253,1,9,33
217252,1,1,1
217251,2,11,14
217250,1,0,2
217249,1,2,14
217248,34,1112,860
217247,1,1,1
217246,1,0,8
217245,1,1,10
217244,2,2,4
217243,1,0,2
217242,3,1,26
217241,2,2,4
217240,2,10,80
217239,4,0,118
217238,1,1,10
217237,1,2,2
217236,1,0,1
217235,1,1,1
217234,1,0,7
217233,9,58,54
217232,24,32,168
217231,1,0,1
217230,1,0,8
217229,0,0,0
217228,1,0,1
217227,2,1,36
217226,145,2469,2118
217225,9,9,9
217224,1,1,1
217223,9,9,9
217222,1,1,1
217221,9,9,9
217220,1,1,1
217219,9,9,9
217218,1,1,1
217217,9,9,9
217216,1,1,1
217215,9,9,9
217214,1,1,1
217213,9,9,9
217212,1,1,1
217211,9,9,9
217210,1,1,1
217209,8,8,8
217208,9,9,9
217207,1,1,1
217206,1,1,4
217205,9,9,9
217204,1,1,1
217203,4,1,239
217202,3,2,266
217201,9,9,9
217200,1,1,1
217199,9,9,9
217198,1,1,1
217197,9,9,9
217196,1,1,1
217195,9,9,9
217194,146,2123,2474
217193,26,284,171
217192,2,33,2
217191,25,454,290
217190,2,11,5
217189,2,36,1
217188,4,310,310
217187,4,15,36
217186,5,5,6
217185,4,15,10
217184,4,190,284
217183,2,3,15
217182,12,19,140
217181,6,7,45
217180,1,6,0
217179,4,18,6
217178,1,27,20
217177,10,1,111
217176,1,2,3
217175,1,2,6
217174,2,34,10
217173,5,25,22
217172,1,18,5
217171,2,2,33
217170,1,7,5
217169,1,5,3
217168,1,5,3
217167,1,9,13
217166,1,7,8
217165,3,70,75
217164,1,15,35
217163,31,738,478
217162,1,1,12
217161,2,1,24
217160,5,68,170
217159,1,1,24
217158,1,3,3
217157,1,1,1
217156,6,152,2
217155,27,194,292
217154,10,257,17
217153,2,0,4
217152,9,9,9
217151,1,1,1
217150,9,9,9
217149,1,1,1
217148,9,9,9
217147,1,1,1
217146,2,5,15
217145,2,2,91
217144,3,14,34
217143,2,0,4
217142,10,10,10
217141,1,5,21
217140,2,2,8
217139,2,8,2
217138,131,1326,3861
217137,1,6,11
217136,3,3,56
217135,3,1,17
217134,4,1,442
217133,7,5,136
217132,1,4,4
217131,14,12,55
217130,2,5,8
217129,2,7,4
217128,17,55,95
217127,6,9,138
217126,1,9,8
217125,10,17,257
217124,7,37,36
217123,2,4,7
217122,1,2,3
217121,7,0,199
217120,7,0,161
217119,4,1,30
217118,4,13,26
217117,1,36,6
217116,1,1,1
217115,1,0,2
217114,1,2,3
217113,2,1,9
217112,1,3,5
217111,7,13,98
217110,1,1,1
217109,24,756,15
217108,1,1,1
217107,1,0,3
217106,10,61,102
217105,8,92,509
217104,1,1,3
217103,11,37,165
217102,16,0,356
217101,2,2,12
217100,1,4,27
217099,1,0,27
217098,1,13,4
217097,6,9,9
217096,4,18,18
217095,6,5,293
217094,22,95,1099
217093,9,61,541
217092,2,2,17
217091,1,5,5
217090,4,3,29
217089,4,30,32
217088,2,1,11
217087,1,1,1
217086,1,5,27
217085,2,2,2
217084,2,2,2
217083,5,92,44
217082,1,2,3
217081,1,34,6
217080,1,6,10
217079,4,46,0
217078,1,11,0
217077,2,131,438
217076,2,13,49
217075,2,4,12
217074,2,4,4
217073,9,29,17
217072,1,2,1
217071,1,32,2
217070,2,77,5
217069,4,54,0
217068,2,4,10
217067,4,30,5
217066,5,14,6
217065,3,0,15
217064,1,1,3
217063,1,9,3
217062,1,1,0
217061,1,3,8
217060,6,29,78
217059,4,37,6
217058,2,0,12
217057,1,0,5
217056,2,31,52
217055,4,22,85
217054,1,2,0
217053,3,1,21
217052,1,2,2
217051,2,46,52
217050,1,13,14
217049,3,23,45
217048,2,39,45
217047,2,26,0
217046,2,12,1
217045,3,33,17
217044,11,12,78
217043,13,0,77
217042,1,1,1
217041,1,1,1
217040,2,4,10
217039,17,395,6
217038,11,165,37
217037,52,321,683
217036,83,760,1016
217035,1,12,26
217034,7,115,278
217033,45,194,379
217032,11,37,165
217031,16,0,356
217030,2,2,12
217029,1,4,27
217028,2,3,32
217027,2,1,12
217026,11,24,4
217025,1,4,13
217024,3,183,9
217023,8,92,491
217022,1,13,4
217021,3,3,8
217020,4,85,246
217019,11,77,12
217018,1,4,13
217017,7,0,1734
217016,1,0,1
217015,3,9,183
217014,104,48038,4220
217013,270,10690,49557
217012,9,9,9
217011,1,1,1
217010,121,1316,3851
217009,9,9,9
217008,122,3862,1327
217007,31,69,1936
217006,1,1,6
217005,3,12,4
217004,2,0,5
217003,5,44,212
217002,3,2,13
217001,13,15,999
217000,13,83,546
216999,2,0,10
216998,3,0,5
216997,13,998,15
216996,3,6,16
216995,13,15,998
216994,12,432,787
216993,5,0,157
216992,8,64,42
216991,3,17,154
216990,8,42,64
216989,5,32,3
216988,135,338,2909
216987,25,222,715
216986,1,1,2
216985,16,153,140
216984,1,20,6
216983,1,29,21
216982,1,3,1
216981,1,18,5
216980,1,5,1
216979,1,12,6
216978,1,18,12
216977,1,6,0
216976,2,13,5
216975,1,119,7
216974,1,24,10
216973,2,22,1
216972,156,4843,400
216971,19,46,1896
216970,9,9,9
216969,1,1,1
216968,9,9,9
216967,1,1,1
216966,9,10,10
216965,1,1,1
216964,1,1,1
216963,1,1,1
216962,1,1,1
216961,1,1,1
216960,9,9,9
216959,1,1,1
216958,9,9,9
216957,1,1,1
216956,9,9,9
216955,1,1,1
216954,1,3,11
216953,2,5,14
216952,9,9,9
216951,1,1,1
216950,9,9,9
216949,1,1,1
216948,9,9,9
216947,1,1,1
216946,9,9,9
216945,1,1,1
216944,9,9,9
216943,1,1,1
216942,9,9,9
216941,1,1,1
216940,145,397,3582
216939,9,9,9
216938,1,1,1
216937,9,9,9
216936,164,5478,443
216935,7,13,98
216934,1,0,3
216933,1,19,46
216932,1,1,1
216931,2,7,8
216930,6,9,9
216929,4,18,18
216928,7,0,1734
216927,135,338,2909
216926,13,542,83
216925,2,4,17
216924,9,7,411
216923,279,1711,4466
216922,13,83,542
216921,3,22,108
216920,1,1,3
216919,3,13,72
216918,400,7390,2114
216917,125,328,2899
216916,9,9,9
216915,1,1,1
216914,9,9,9
216913,1,1,1
216912,9,9,9
216911,1,1,1
216910,9,9,9
216909,1,1,1
216908,9,9,9
216907,1,1,1
216906,359,49725,8662
216905,9,9,9
216904,1,1,1
216903,9,9,9
216902,1,1,1
216901,9,9,9
216900,1,1,1
216899,9,9,9
216898,1,1,1
216897,9,9,9
216896,478,11567,50059
216895,104,48038,4220
216894,1,0,1
216893,3,3,54
216892,3,0,30
216891,3,0,12
216890,2,1,3
216889,5,0,115
216888,2,0,37
216887,2,66,0
216886,3,1,66
216885,2,4,6
216884,1,2,2
216883,37,59,1618
216882,1,3,17
216881,1,1,10
216880,2,2,6
216879,3,29,60
216878,6,1,117
216877,2,1,19
216876,1,1,20
216875,1,1,1
216874,2,0,16
216873,3,0,43
216872,2,0,7
216871,2,0,13
216870,3,0,41
216869,1,6,4
216868,1,3,9
216867,1,0,3
216866,4,6,6
216865,1,10,0
216864,1,7,2
216863,17,65,102
216862,1,1,1
216861,1,1,2
216860,2,6,265
216859,7,5,107
216858,1,0,10
216857,4,44,71
216856,106,4233,48055
216855,359,49725,8662
216854,9,9,9
216853,1,1,1
216852,9,9,9
216851,1,1,1
216850,9,9,9
216849,1,1,1
216848,9,9,9
216847,1,1,1
216846,7,210,128
216845,9,9,9
216844,1,1,1
216843,1,2,2
216842,9,9,9
216841,1,1,1
216840,9,9,9
216839,1,1,1
216838,9,9,9
216837,364,8808,49953
216836,268,1699,4454
216835,3,49,153
216834,20,261,100
216833,1,1,13
216832,1,222,1
216831,2,4,4
216830,2,0,81
216829,2,0,112
216828,10,76,507
216827,2,1,61
216826,9,47333,263
216825,53,357,499
216824,1,2,6
216823,1,1,1
216822,1,1,2
216821,5,5,75
216820,23,31,1651
216819,12,27,1091
216818,3,9,4
216817,3,4,9
216816,1,2,2
216815,1,1,5
216814,5,20,48
216813,320,4969,2115
216812,53,357,499
216811,11,54,12
216810,11,12,54
216809,1,0,2
216808,1,1,5
216807,1,16,54
216806,10,112,1
216805,2,0,6
216804,2,0,45
216803,2,0,23
216802,2,0,33
216801,2,0,30
216800,2,0,6
216799,2,0,11
216798,2,0,26
216797,6,20,21
216796,5,14,27
216795,1,4,15
216794,3,6,33
216793,1,0,1
216792,2,1,4
216791,3,22,66
216790,13,0,80
216789,4,6,41
216788,4,34,112
216787,10,1,112
216786,17,41,215
216785,18,126,224
216784,7,20,26
216783,1,0,9
216782,6,15,78
216781,1,21,37
216780,1,15,32
216779,1,8,5
216778,2,16,36
216777,34,595,1034
216776,1,3,0
216775,1,1,0
216774,3,33,6
216773,1,15,4
216772,5,27,14
216771,6,21,20
216770,28,104,119
216769,6,20,21
216768,5,14,27
216767,1,4,15
216766,3,6,33
216765,1,0,1
216764,1,0,3
216763,1,1,1
216762,1,3,5
216761,1,2,2
216760,8,27,28
216759,1,18,21
216758,2,45,7
216757,2,0,5
216756,5,7,53
216755,13,1,66
216754,7,20,194
216753,8,148,236
216752,2,12,16
216751,7,193,20
216750,2,5,19
216749,8,13,205
216748,6,23,53
216747,7,20,193
216746,2,39,87
216745,2,37,146
216744,4,7,30
216743,6,46,63
216742,1,21,32
216741,1,0,52
216740,4,7,36
216739,1,22,21
216738,1,0,3
216737,5,0,196
216736,9,44,97
216735,1,1,1
216734,12,38,263
216733,1,1,2
216732,1,1,2
216731,1,1,2
216730,1,0,2
216729,1,0,2
216728,1,1,2
216727,1,0,2
216726,1,1,2
216725,1,1,1
216724,1,2,1
216723,1,1,2
216722,1,24,18
216721,2,0,8
216720,1,0,11
216719,1,1,5
216718,1,8,16
216717,4,22,2
216716,99,1824,6595
216715,139,6752,1856
216714,7,210,128
216713,14,77,79
216712,1,1,1
216711,1,0,10
216710,1,1,1
216709,9,9,9
216708,1,1,1
216707,9,9,9
216706,1,1,1
216705,9,9,9
216704,1,1,1
216703,9,9,9
216702,1,1,1
216701,1,7,7
216700,9,13,13
216699,1,1,1
216698,9,9,9
216697,1,1,1
216696,9,9,9
216695,1,1,1
216694,9,9,9
216693,1,1,1
216692,1,3,10
216691,2,0,29
216690,9,138,249
216689,1,1,2
216688,6,209,126
216687,9,9,9
216686,1,1,1
216685,9,9,9
216684,1,1,1
216683,9,9,9
216682,1,1,1
216681,9,9,9
216680,1,1,1
216679,9,9,9
216678,1,1,1
216677,9,9,9
216676,1,1,1
216675,8,8,8
216674,16,36,183
216673,204,4694,9965
216672,9,9,9
216671,1,1,1
216670,9,9,9
216669,1,1,1
216668,9,9,9
216667,1,1,1
216666,9,9,9
216665,1,1,1
216664,9,9,9
216663,210,10105,4917
216662,2,7,0
216661,2,201,119
216660,3,1,7
216659,99,1824,6595
216658,4,109,70
216657,1,2,3
216656,1,0,1
216655,1,15,38
216654,75,2616,2704
216653,1,0,1
216652,6,203,289
216651,32,1094,857
216650,158,521,1791
216649,12,92,95
216648,10,285,5
216647,2,8,11
216646,1,1,1
216645,1,2,4
216644,8,31,10
216643,12,95,92
216642,10,5,285
216641,1,5,5
216640,4,3,29
216639,4,30,32
216638,2,1,11
216637,1,1,1
216636,1,5,27
216635,2,2,2
216634,2,2,2
216633,5,92,44
216632,1,2,3
216631,1,34,6
216630,1,6,10
216629,4,46,0
216628,1,11,0
216627,2,130,438
216626,2,13,49
216625,2,4,12
216624,2,4,4
216623,9,29,17
216622,1,2,1
216621,1,32,2
216620,2,77,5
216619,4,54,0
216618,2,4,10
216617,4,30,5
216616,5,14,6
216615,3,0,15
216614,1,1,3
216613,1,9,3
216612,1,1,0
216611,1,3,8
216610,6,29,78
216609,4,37,6
216608,2,0,12
216607,1,0,5
216606,2,30,50
216605,4,22,85
216604,1,2,0
216603,3,1,21
216602,1,2,2
216601,2,46,52
216600,1,13,14
216599,3,23,45
216598,2,39,45
216597,2,26,0
216596,2,12,1
216595,7,151,3
216594,12,48,0
216593,3,18,26
216592,1,1,1
216591,4,77,24
216590,18,40,646
216589,1,1,1
216588,1,0,21
216587,5,0,29
216586,3,26,18
216585,12,0,48
216584,7,3,151
216583,1,0,16
216582,241,8376,2341
216581,26,243,515
216580,3,2,14
216579,1,1,1
216578,3,19,53
