revision,changed_file,insertion,deletion
13199,1,3,0
13198,1,0,1
13197,1,1,2
13196,1,3,3
13195,3,6,6
13194,2,13,38
13193,1,0,3
13192,5,8,12
13191,1,10,6
13190,2,44,7
13189,3,46,0
13188,2,4,10
13187,1,2,1
13186,1,1,19
13185,2,0,4
13184,3,2,17
13183,3,5,8
13182,1,1,1
13181,2,8,2
13180,1,6,12
13179,2,6,5
13178,1,1,1
13177,1,61,98
13176,1,1,1
13175,1,7,7
13174,1,1,2
13173,1,3,7
13172,1,5,9
13171,1,1,1
13170,2,2,2
13169,3,15,21
13168,18,601,469
13167,9,108,242
13166,1,1,1
13165,1,1,1
13164,2,2,2
13163,1,1,1
13162,1,7,7
13161,1,3,4
13160,3,0,45
13159,1,103,25
13158,3,6,236
13157,1,1,1
13156,1,4,8
13155,1,0,1
13154,2,0,203
13153,1,8,8
13152,16,0,273
13151,1,2,2
13150,1,1,0
13149,5,579,0
13148,2,146,245
13147,2,2,2
13146,1,4,0
13145,1,1,1
13144,7,31,96
13143,8,976,0
13142,4,45,152
13141,1,2,2
13140,2,14,233
13139,1,2,2
13138,2,17,0
13137,1,2,7
13136,1,7,7
13135,1,1,1
13134,3,2,13
13133,3,0,23
13132,1,4,4
13131,5,69,219
13130,1,5,5
13129,3,6,179
13128,11,108,317
13127,1,1,1
13126,1,3,3
13125,3,4,7
13124,1,74,80
13123,9,19,304
13122,1,1,4
13121,1,2,2
13120,1,18,10
13119,1,1,10
13118,2,0,26
13117,1,79,74
13116,1,2,1
13115,2,6,27
13114,1,1,4
13113,1,74,79
13112,5,1,9
13111,1,1,1
13110,1,33,185
13109,8,66,67
13108,1,1,1
13107,40,427,1105
13106,1,2,5
13105,2,1,39
13104,1,1,1
13103,1,1,0
13102,1,0,1
13101,1,18,18
13100,2,7,45
13099,16,159,899
13098,26,271,563
13097,3,10,50
13096,4,4,45
13095,1,1,1
13094,15,88,232
13093,11,80,116
13092,1,0,2
13091,6,37,81
13090,50,13005,82
13089,2,1,3
13088,1,7,4
13087,1,1,4
13086,6,16,49
13085,1,43,90
13084,7,112,239
13083,1,5,5
13082,3,6,5
13081,1,11,4
13080,1,1,1
13079,2,153,1
13078,1,2,10
13077,2,7,24
13076,2,31,17
13075,1,2,1
13074,3,3,2
13073,1,15,17
13072,2,2,2
13071,4,6,38
13070,5,3,18
13069,1,0,2
13068,6,31,13
13067,1,7,7
13066,3,1,6
13065,12,0,58
13064,2,5,18
13063,4,0,29
13062,2,2,12
13061,1,1,1
13060,2,5,5
13059,4,8,8
13058,18,188,162
13057,1,2,7
13056,3,1,9
13055,1,1,13
13054,1,1,1
13053,18,162,188
13052,5,1,65
13051,1,23,50
13050,1,2,7
13049,6,46,215
13048,2,171,177
13047,3,7,56
13046,1,2,2
13045,5,310,483
13044,1,4,18
13043,3,39,5
13042,2,31,37
13041,5,36,116
13040,1,1,1
13039,3,1,24
13038,1,1,1
13037,1,3,3
13036,2,0,940
13035,1,8,3
13034,1,2,4
13033,1,1,1
13032,1,1,1
13031,2,1,17
13030,6,18,18
13029,3,55,69
13028,1,20,47
13027,35,1408,862
13026,107,98718,99007
13025,1,2,2
13024,106,98962,98687
13023,4,7,58
13022,1,4,4
13021,9,67,26
13020,4,52,77
13019,1,0,4
13018,6,2,14
13017,1,12,15
13016,2,7,31
13015,1,0,7
13014,18,465,592
13013,1,6,6
13012,6,44,95
13011,1,2,4
13010,3,4,2
13009,1,6,1
13008,107,98565,98842
13007,106,98827,98552
13006,2,3,3
13005,1,4,6
13004,1,0,3
13003,21,17,278
13002,3,5,71
13001,4,35,52
13000,6,52,59
12999,1,2,2
12998,18,590,461
12997,17,445,576
12996,17,576,445
12995,1,1,21
12994,1,46,0
12993,1,3,0
12992,3,33,56
12991,1,2,2
12990,2,0,6
12989,20,88,232
12988,1,2,2
12987,1,3,2
12986,1,4,5
12985,4,4,37
12984,11,106,48
12983,10,13,34
12982,1,2,2
12981,3,152,169
12980,3,3,31
12979,1,3,4
12978,1,1,4
12977,3,6,47
12976,6,27,62
12975,2,1,15
12974,5,23,309
12973,1,0,2
12972,2,8,14
12971,3,11,19
12970,1,3,6
12969,10,10,10
12968,8,18,187
12967,2,2,2
12966,1,1,2
12965,1,1,1
12964,1,0,41
12963,1,1,7
12962,2,4,1
12961,1,1,1
12960,5,0,144
12959,109,98657,98938
12958,106,98927,98652
12957,3,12,175
12956,1,1,1
12955,1,25,31
12954,3,5,30
12953,4,16,6
12952,1,1,1
12951,1,1,1
12950,3,0,44
12949,1,1,5
12948,1,8,22
12947,1,1,1
12946,1,2,2
12945,1,2,2
12944,7,36,21
12943,3,0,12
12942,3,5,30
12941,4,16,6
12940,1,1,4
12939,1,1,1
12938,2,1,30
12937,1,2,2
12936,12,13,78
12935,1,2,2
12934,4,129,150
12933,7,53,202
12932,3,5,6
12931,1,19,10
12930,3,69,79
12929,5,28,11
12928,1,1,2
12927,1,1,4
12926,1,14,14
12925,1,2,11
12924,1,1,1
12923,1,4,0
12922,4,11,26
12921,39,172,826
12920,1,1,1
12919,1,1,1
12918,1,1,1
12917,1,1,26
12916,2,27,4
12915,2,20,20
12914,1,2,5
12913,10,24,310
12912,4,11,29
12911,2,0,15
12910,5,1,30
12909,1,0,1
12908,1,26,2
12907,2,2,2
12906,1,2,2
12905,2,2,2
12904,3,4,96
12903,1,1,2
12902,59,569,593
12901,3,8,78
12900,2,2,2
12899,4,8,49
12898,59,593,569
12897,2,0,175
12896,4,4,4
12895,1,11,11
12894,1,0,24
12893,111,98652,99042
12892,106,98925,98650
12891,1,18,51
12890,3,1,15
12889,2,6,32
12888,2,0,36
12887,107,98661,98932
12886,106,98925,98650
12885,4,26,10
12884,1,1,1
12883,3,101,192
12882,2,2,27
12881,1,2,2
12880,4,5,41
12879,2,0,47
12878,3,0,3
12877,3,1,60
12876,1,3,8
12875,2,4,4
12874,4,42,14
12873,3,0,23
12872,1,26,1
12871,6,9,63
12870,1,5,6
12869,1,2,2
12868,3,1,5
12867,2,8,21
12866,1,1,6
12865,20,493,271
12864,1,8,6
12863,20,272,494
12862,1,3,2
12861,4,71,723
12860,1,20,28
12859,3,6,81
12858,1,1,1
12857,1,19,16
12856,2,6,2
12855,4,9,24
12854,3,0,141
12853,1,2,14
12852,109,98665,98963
12851,106,98928,98653
12850,12,178,234
12849,2,2,8
12848,1,10,14
12847,3,8,3
12846,31,835,1390
12845,2,5,32
12844,31,1396,841
12843,2,0,21
12842,4,0,46
12841,3,188,222
12840,2,25,7
12839,2,7,25
12838,1,3,4
12837,1,0,28
12836,5,0,0
12835,1,0,0
12834,16,50,130
12833,1,0,113
12832,1,0,64
12831,1,0,69
12830,1,0,50
12829,1,0,49
12828,1,0,67
12827,1,27,24
12826,1,5,15
12825,1,1,1
12824,1,14,14
12823,1,0,5
12822,1,0,2
12821,1,4,4
12820,3,3,6
12819,1,2,10
12818,2,0,2
12817,1,1,23
12816,2,0,22
12815,2,0,8
12814,1,0,1
12813,1,1,1
12812,1,2,4
12811,4,3,146
12810,1,1,10
12809,2,2,4
12808,1,47,79
12807,2,8,6
12806,1,2,2
12805,1,4,1
12804,2,9,17
12803,1,3,3
12802,12,78,13
12801,2,3,3
12800,2,12,14
12799,1,6,11
12798,2,3,3
12797,1,4,9
12796,4,17,26
12795,3,3,3
12794,4,10,274
12793,2,12,12
12792,1,0,5
12791,1,8,16
12790,2,0,0
12789,1,1,1
12788,1,0,39
12787,1,6,8
12786,1,1,3
12785,2,39,25
12784,2,2,2
12783,1,21,4
12782,2,4,23
12781,1,5,5
12780,2,4,34
12779,1,0,1
12778,10,6,67
12777,1,1,1
12776,1,0,18
12775,3,10,9
12774,1,4,19
12773,27,32,32
12772,1,1,1
12771,3,3,3
12770,4,114,78
12769,2,1,24
12768,1,0,1
12767,1,0,1
12766,3,0,215
12765,1,2,2
12764,2,4,4
12763,1,1,1
12762,2,6,4
12761,1,10,15
12760,4,0,205
12759,8,17,16
12758,2,2,2
12757,1,24,7
12756,7,11,139
12755,1,1,1
12754,1,0,2
12753,3,2,44
12752,1,1,1
12751,1,4,7
12750,1,4,9
12749,2,4,4
12748,4,38,62
12747,8,0,138
12746,7,33,47
12745,1,0,3
12744,1,22,47
12743,3,6,32
12742,1,0,3
12741,5,49,80
12740,1,0,15
12739,1,1,1
12738,1,2,2
12737,1,0,4
12736,2,165,186
12735,1,8,2
12734,1,3,3
12733,2,11,41
12732,6,15,55
12731,1,5,6
12730,1,7,0
12729,1,2,5
12728,3,13,156
12727,1,1,1
12726,3,38,80
12725,1,1,13
12724,4,4,4
12723,7,17,773
12722,4,18,36
12721,2,0,7
12720,1,1,1
12719,1,0,294
12718,3,0,26
12717,2,3,4
12716,1,2,2
12715,13,129,49
12714,15,49,162
12713,1,0,5
12712,1,6,9
12711,1,63,17
12710,1,2,2
12709,1,0,1
12708,2,19,11
12707,1,1,15
12706,1,32,10
12705,6,15,15
12704,1,2,5
12703,2,3,9
12702,3,16,57
12701,4,20,22
12700,1,1,1
12699,2,9,28
12698,4,36,39
12697,1,1,0
12696,1,9,6
12695,2,3,3
12694,14,210,295
12693,1,0,1
12692,6,13,13
12691,1,2,2
12690,7,47,43
12689,2,4,4
12688,3,60,52
12687,1,0,10
12686,1,6,9
12685,1,1,1
12684,1,0,1
12683,1,4,4
12682,1,1,0
12681,9,77,168
12680,2,7,6
12679,2,2,2
12678,1,13,12
12677,1,0,10
12676,9,14,72
12675,2,0,8
12674,5,54,36
12673,1,8,7
12672,2,21,0
12671,1,3,0
12670,4,17,50
12669,1,1,13
12668,1,1,1
12667,1,40,73
12666,1,0,2
12665,1,1,1
12664,1,1,1
12663,1,1,0
12662,1,3,12
12661,1,7,33
12660,5,21,51
12659,2,68,257
12658,3,0,205
12657,1,2,0
12656,1,7,0
12655,4,13,32
12654,1,75,78
12653,1,13,35
12652,16,75,208
12651,1,2,2
12650,1,5,5
12649,2,0,23
12648,1,0,85
12647,1,11,9
12646,4,22,604
12645,2,16,69
12644,1,9,5
12643,1,68,136
12642,1,0,16
12641,2,19,23
12640,4,54,151
12639,2,31,43
12638,5,5,175
12637,1,1,1
12636,6,1,186
12635,6,185,1
12634,6,1,185
12633,1,2,6
12632,1,48,95
12631,3,2,91
12630,14,192,127
12629,2,4,69
12628,1,1,1
12627,58,528,553
12626,1,28,68
12625,1,3,0
12624,1,0,6
12623,3,1,146
12622,4,3,6
12621,1,2,4
12620,58,553,528
12619,1,1,0
12618,1,2,14
12617,1,2,7
12616,1,1,1
12615,1,17,21
12614,4,4,103
12613,1,1,1
12612,1,1,11
12611,5,226,250
12610,1,1,11
12609,4,52,32
12608,1,1,1
12607,1,7,7
12606,5,4,26
12605,1,0,5
12604,1,0,31
12603,107,98421,98715
12602,106,98693,98419
12601,1,7,21
12600,3,35,6
12599,1,1,4
12598,1,4,4
12597,1,2,2
12596,1,1,9
12595,1,3,4
12594,3,6,32
12593,8,5,48
12592,1,2,1
12591,5,2,24
12590,2,11,6
12589,12,772,84
12588,41,1437,1159
12587,3,24,24
12586,1,5,6
12585,1,23,25
12584,3,46,80
12583,1,2,4
12582,4,3,5
12581,6,21,5
12580,2,13,82
12579,5,290,348
12578,1,0,4
12577,4,48,21
12576,4,76,102
12575,2,1,5
12574,1,10,5
12573,35,797,1392
12572,2,0,3
12571,5,35,26
12570,1,8,0
12569,35,1397,802
12568,1,1,1
12567,4,14,1
12566,2,203,176
12565,3,3,9
12564,1,0,3
12563,31,791,1390
12562,31,1395,796
12561,4,37,32
12560,31,791,1390
12559,31,1395,796
12558,5,18,13
12557,1,4,35
12556,1,0,8
12555,2,6,11
12554,1,1,0
12553,1,0,2
12552,3,4,4
12551,5,297,444
12550,1,0,1
12549,5,179,179
12548,1,5,5
12547,1,1,0
12546,4,101,0
12545,1,3,33
12544,2,15,36
12543,1,46,58
12542,1,13,13
12541,1,4,2
12540,10,99,28
12539,10,28,99
12538,5,14,86
12537,1,1,4
12536,1,11,23
12535,3,6,6
12534,2,17,11
12533,1,0,1
12532,1,14,0
12531,3,3,6
12530,3,6,3
12529,1,2,3
12528,2,1,22
12527,2,0,7
12526,3,35,35
12525,1,1,1
12524,1,2,63
12523,1,1,1
12522,1,10,17
12521,1,2,2
12520,1,0,14
12519,3,3,3
12518,1,9,9
12517,2,4,3
12516,2,3,4
12515,1,7,2
12514,1,0,2
12513,1,0,2
12512,1,2,7
12511,1,0,1
12510,1,0,1
12509,1,8,24
12508,1,1,1
12507,1,2,4
12506,1,2,2
12505,5,26,110
12504,1,10,28
12503,1,0,6
12502,1,6,3
12501,7,153,7
12500,1,79,0
12499,2,0,158
12498,1,0,5
12497,2,0,12
12496,1,9,30
12495,1,1,1
12494,1,0,9
12493,1,1,1
12492,2,0,23
12491,1,0,5
12490,1,2,30
12489,3,50,1
12488,1,0,3
12487,1,1,1
12486,7,63,17
12485,1,1,1
12484,9,17,85
12483,1,1,1
12482,1,1,1
12481,5,12,4
12480,1,5,20
12479,2,95,193
12478,1,118,209
12477,2,15,233
12476,1,9,1
12475,1,0,1
12474,1,1,9
12473,2,11,16
12472,1,1,26
12471,3,230,249
12470,4,52,46
12469,1,0,4
12468,4,31,20
12467,1,0,2
12466,1,2,2
12465,3,18,1
12464,1,2,30
12463,1,13,10
12462,1,10,13
12461,1,0,4
12460,1,15,1
12459,1,24,24
12458,1,77,17
12457,77,36,46
12456,1,13,46
12455,3,0,0
12454,1,1,0
12453,2,0,46
12452,3,222,444
12451,3,20,44
12450,1,0,1
12449,1,6,6
12448,7,7,153
12447,12,41,256
12446,5,1,30
12445,108,98066,98400
12444,104,98334,98054
12443,2,2,2
12442,35,829,1391
12441,5,5,5
12440,1,2,15
12439,35,1397,835
12438,3,11,8
12437,1,0,2
12436,6,21,33
12435,2,0,8
12434,6,6,0
12433,2,8,2
12432,2,1,1
12431,1,1,1
12430,1,5,11
12429,2,37,66
12428,2,102,46
12427,1,1,1
12426,1,2,2
12425,5,64,78
12424,2,80,194
12423,1,1,2
12422,3,0,52
12421,7,34,77
12420,5,0,122
12419,1,0,1
12418,4,27,90
12417,10,31,385
12416,4,25,74
12415,5,0,208
12414,1,5,5
12413,105,98053,98413
12412,104,98331,98051
12411,1,1,1
12410,3,8,9
12409,1,1,1
12408,3,5,18
12407,7,18,129
12406,1,2,1
12405,2,3,6
12404,1,0,35
12403,3,0,45
12402,1,42,63
12401,1,1,1
12400,1,1,3
12399,1,1,14
12398,1,0,90
12397,2,0,125
12396,1,0,30
12395,3,0,278
12394,1,0,14
12393,2,5,72
12392,15,5,79
12391,15,79,5
12390,1,1,1
12389,15,5,79
12388,3,2,1
12387,2,23,34
12386,3,8,14
12385,1,12,12
12384,1,0,4
12383,1,5,1
12382,2,7,25
12381,9,288,271
12380,1,282,0
12379,1,1,0
12378,1,1,1
12377,1,0,1
12376,1,0,3
12375,2,35,21
12374,1,9,12
12373,3,0,9
12372,3,0,82
12371,1,3,11
12370,34,555,1388
12369,36,1395,2330
12368,1,1,1
12367,1,0,1
12366,105,98035,98336
12365,104,98310,98030
12364,2,72,5
12363,2,5,72
12362,3,191,100
12361,2,0,19
12360,1,4,83
12359,4,36,115
12358,1,0,10
12357,3,101,192
12356,5,24,48
12355,5,68,91
12354,8,23,91
12353,1,1,15
12352,1,1,1
12351,3,0,33
12350,1,38,43
12349,7,124,193
12348,3,0,0
12347,1,15,2
12346,21,847,968
12345,1,2,15
12344,48,101,242
12343,5,129,12
12342,1,1,0
12341,8,4,416
12340,1,2,2
12339,1,31,26
12338,3,138,117
12337,1,0,2
12336,1,0,6
12335,5,12,129
12334,3,30,231
12333,1,169,0
12332,1,34,34
12331,2,62,12
12330,1,1,1
12329,1,0,266
12328,22,1164,1073
12327,1,0,3
12326,3,25,81
12325,2,1,9
12324,4,103,43
12323,1,4,4
12322,35,218,860
12321,21,235,334
12320,20,332,232
12319,1,1,1
12318,1,1,1
12317,1,2,1
12316,1,15,1
12315,20,232,332
12314,1,1471,0
12313,3,41,106
12312,1,1,22
12311,14,3906,3901
12310,2,1,23
12309,9,118,169
12308,2,48,48
12307,9,49,218
12306,3,29,29
12305,6,22,75
12304,1,0,4
12303,2,2,2
12302,4,0,111
12301,3,32,41
12300,1,1,13
12299,2,15,30
12298,2,3,63
12297,2,16,48
12296,2,1,6
12295,1,2,1
12294,4,43,103
12293,1,1,15
12292,2,2,52
12291,1,0,2
12290,2,0,8
12289,2,2,38
12288,2,1,52
12287,3,6,14
12286,2,1,6
12285,1,13,75
12284,1,2,2
12283,6,10,196
12282,9,360,870
12281,1,1,1
12280,5,79,148
12279,7,1597,539
12278,1,1,3
12277,3,4,4
12276,5,0,95
12275,3,4,4
12274,2,4,9
12273,1,3,3
12272,3,0,138
12271,2,2,4
12270,3,28,206
12269,3,5,9
12268,1,2,2
12267,3,22,19
12266,1,1,1
12265,1,1,1
12264,17,124,120
12263,1,0,4
12262,1,1,1
12261,2,4,6
12260,1,2,1
12259,1,1,1
12258,1,26,26
12257,1,9,11
12256,5,10,97
12255,1,0,8
12254,2,17,20
12253,1,0,10
12252,1,0,13
12251,2,29,48
12250,13,114,100
12249,7,69,70
12248,2,1,2
12247,2,0,2
12246,1,4,15
12245,1,1,2
12244,1,3,3
12243,3,447,12
12242,1,4,9
12241,1,5,20
12240,11,171,168
12239,5,24,322
12238,46,3065,87
12237,3,9,9
12236,2,3,17
12235,1,3,3
12234,3,0,71
12233,8,124,156
12232,3,25,4
12231,4,71,126
12230,1,1,1
12229,4,0,53
12228,3,4,25
12227,1,0,13
12226,1,0,16
12225,1,0,3
12224,1,0,165
12223,6,122,120
12222,1,1,1
12221,1,0,3
12220,6,62,75
12219,1,0,1
12218,4,5,105
12217,4,70,216
12216,7,289,140
12215,1,25,21
12214,5,0,116
12213,2,17,114
12212,1,1,1
12211,2,57,52
12210,2,4,6
12209,1,1,1
12208,1,2,6
12207,2,7,3
12206,3,0,10
12205,1,3,3
12204,1,0,3
12203,2,2,6
12202,10,65,200
12201,3,21,106
12200,1,0,11
12199,3,44,0
12198,1,34,8
12197,7,21,9
12196,2,2,2
12195,7,82,193
12194,4,3,0
12193,1,24,109
12192,1,3,7
12191,3,0,51
12190,1,1,1
12189,4,7,28
12188,3,0,15
12187,1,1,1
12186,4,4,37
12185,1,3,10
12184,1,0,37
12183,1,1,1
12182,5,4,77
12181,9,781,360
12180,9,358,779
12179,2,2,18
12178,6,23,424
12177,8,4,110
12176,10,71,11
12175,1,0,6
12174,1,4,4
12173,1,1,14
12172,1,1,2
12171,1,0,2
12170,1,0,2
12169,1,2,4
12168,2,0,0
12167,1,1,9
12166,1,3,4
12165,4,51,82
12164,1,8,34
12163,1,0,17
12162,1,34,8
12161,5,0,247
12160,22,18,23
12159,1,0,12
12158,1,14,14
12157,4,7,3
12156,1,1,12
12155,2,11,0
12154,1,10,0
12153,4,0,361
12152,2,0,11
12151,1,0,5
12150,2,1,6
12149,2,2,6
12148,2,29,11
12147,1,20,0
12146,1,1,1
12145,20,0,0
12144,1,13,12
12143,1,0,3
12142,5,13,50
12141,1,4,3
12140,4,7,30
12139,1,3,5
12138,1,4,13
12137,1,0,4
12136,2,6,14
12135,4,3,7
12134,1,0,8
12133,1,31,0
12132,1,1,1
12131,3,25,4
12130,2,0,13
12129,1,1,1
12128,3,4,25
12127,1,13,78
12126,1,1,0
12125,2,68,421
12124,10,28,41
12123,2,0,4
12122,1,1,2
12121,1,1,1
12120,2,3,15
12119,1,2,2
12118,1,2,3
12117,105,97347,97633
12116,13,4,395
12115,93,97612,96941
12114,7,0,2210
12113,1,35,5
12112,3,4,5
12111,1,18,21
12110,7,0,273
12109,1,1,1
12108,2,10,12
12107,3,4,30
12106,4,12,172
12105,1,1,1
12104,1,1,1
12103,1,1,1
12102,1,14,9
12101,5,22,178
12100,2,0,25
12099,1,0,27
12098,1,0,1
12097,1,0,1
12096,8,11,48
12095,1,0,5
12094,1,2,2
12093,1,2,4
12092,1,0,1
12091,1,1,1
12090,1,1,3
12089,1,2,1
12088,2,4,4
12087,2,0,8
12086,3,1,9
12085,1,0,8
12084,1,0,8
12083,1,0,2
12082,3,0,130
12081,2,0,13
12080,2,0,12
12079,3,7,3
12078,1,0,1
12077,9,8,86
12076,3,130,0
12075,1,0,27
12074,3,0,130
12073,6,43,99
12072,3,0,81
12071,21,10,1334
12070,3,14,31
12069,8,1,206
12068,3,21,42
12067,3,126,0
12066,1,4,2
12065,2,12,54
12064,3,0,141
12063,1,4,5
12062,2,3,6
12061,3,0,37
12060,1,0,3
12059,1,1,14
12058,1,0,6
12057,2,13,13
12056,1,0,1
12055,1,0,64
12054,1,2,2
12053,3,7,7
12052,3,0,126
12051,1,6,20
12050,1,1,12
12049,1,1,1
12048,6,12,12
12047,14,1,107
12046,1,1,1
12045,1,1,1
12044,2,22,28
12043,1,0,50
12042,1,19,29
12041,8,250,630
12040,12,3,154
12039,1,1,3
12038,4,97,19
12037,1,3,1
12036,1,7,11
12035,14,11,112
12034,2,2,12
12033,74,2287,919
12032,1,0,4
12031,1,8,2
12030,1,1,2
12029,2,0,12
12028,1,1,1
12027,1,0,61
12026,1,1,1
12025,3,1,114
12024,1,0,86
12023,7,43,83
12022,2,2,2
12021,8,27,65
12020,1,10,13
12019,1,0,94
12018,1,12,2
12017,1,3,13
12016,2,1,58
12015,1,2,2
12014,5,72,103
12013,3,0,19
12012,3,0,44
12011,1,4,20
12010,1,0,25
12009,4,1,19
12008,1,4,4
12007,1,8,34
12006,1,1,3
12005,3,10,8
12004,1,3,0
12003,2,3,49
12002,12,88,15
12001,2,10,10
12000,2,0,24
11999,2,3,5
11998,1,0,25
11997,3,0,50
11996,1,1,6
11995,2,14,21
11994,1,14,2
11993,1,25,0
11992,1,0,25
11991,2,105,193
11990,8,347,469
11989,3,25,11
11988,2,1,3
11987,3,4,42
11986,3,4,7
11985,1,5,11
11984,2,30,22
11983,1,4,3
11982,2,2,9
11981,1,0,69
11980,2,191,105
11979,2,105,191
11978,12,68,966
11977,6,7,110
11976,3,11,25
11975,1,5,12
11974,1,1,1
11973,1,0,2
11972,2,2,20
11971,2,24,28
11970,1,6,6
11969,3,3,4
11968,2,4,4
11967,1,4,21
11966,1,4,8
11965,1,4,8
11964,1,2,5
11963,2,126,113
11962,4,32,74
11961,1,1,4
11960,2,0,32
11959,5,0,127
11958,4,50,103
11957,3,64,67
11956,1,2,8
11955,2,0,99
11954,27,2745,575
11953,8,1,137
11952,1,0,5
11951,1,1,1
11950,2,7,4
11949,1,10,0
11948,1,10,18
11947,3,71,85
11946,1,1,3
11945,1,0,4
11944,7,65,261
11943,6,0,554
11942,1,5,277
11941,2,6,12
11940,8,204,1
11939,2,4,4
11938,2,1,4
11937,8,1,204
11936,3,7,59
11935,1,19,23
11934,6,2,59
11933,2,9,16
11932,1,1,1
11931,1,9,8
11930,1,16,16
11929,1,5,20
11928,1,0,4
11927,1,1,2
11926,2,33,52
11925,4,14,26
11924,2,1,2
11923,3,178,262
11922,2,92,92
11921,1,4,8
11920,2,8,0
11919,1,4,7
11918,38,495,495
11917,2,1,15
11916,3,5,5
11915,1,0,7
11914,13,90,1051
11913,2,0,2
11912,3,3,23
11911,5,1,44
11910,5,40,30
11909,12,88,67
11908,4,4,4
11907,1,0,1
11906,1,1,4
11905,6,6,6
11904,12,251,6
11903,2,10,9
11902,16,128,234
11901,4,0,24
11900,3,1,19
11899,2,35,40
11898,1,0,6
11897,2,57,70
11896,2,33,1
11895,3,10,28
11894,13,18,17
11893,1,0,1
11892,1,4,19
11891,1,1,1
11890,2,27,27
11889,1,2,9
11888,1,0,143
11887,5,31,121
11886,30,2151,2274
11885,1,1,3
11884,1,12,5
11883,1,2,0
11882,1,3,2
11881,9,14,318
11880,3,0,3
11879,1,24,0
11878,6,484,0
11877,6,18,27
11876,8,19,21
11875,3,23,22
11874,3,0,3
11873,2,0,68
11872,1,0,23
11871,6,15,105
11870,1,1,2
11869,7,46,38
11868,6,18,27
11867,12,23,156
11866,1,11,23
11865,1,0,3
11864,4,0,93
11863,4,11,5
11862,4,11,67
11861,1,1,1
11860,3,4,10
11859,4,587,435
11858,6,39,54
11857,2,2,13
11856,1,1,18
11855,6,2,186
11854,7,21,493
11853,2,0,49
11852,9,16,16
11851,1,3,3
11850,1,5,5
11849,1,2,3
11848,3,29,33
11847,1,1,1
11846,1,6,11
11845,12,23,686
11844,1,2,4
11843,1,1,6
11842,1,4,8
11841,1,19,2
11840,1,2,19
11839,1,0,2
11838,4,10,14
11837,2,73,0
11836,1,12,6
11835,13,151,917
11834,1,67,0
11833,1,1,1
11832,2,53,66
11831,4,1,54
11830,1,1,1
11829,1,5,6
11828,1,1,3
11827,1,1,3
11826,1,1,3
11825,1,0,142
11824,2,0,83
11823,1,0,63
11822,1,0,70
11821,79,205,60
11820,7,560,1096
11819,2,13,19
11818,3,10,36
11817,1,22,3
11816,1,0,67
11815,7,1074,556
11814,1,7,8
11813,3,27,24
11812,1,1,1
11811,52,0,802
11810,7,625,1095
11809,13,170,215
11808,1,9,10
11807,1,127,254
11806,1,253,126
11805,2,5,5
11804,2,7,15
11803,3,0,76
11802,1,1,0
11801,1,12,17
11800,1,1,3
11799,1,4,4
11798,7,72,70
11797,2,6,31
11796,3,7,12
11795,1,35,1
11794,1,0,84
11793,2,10,10
11792,6,62,34
11791,2,0,0
11790,14,76,38
11789,1,1,3
11788,1,1,2
11787,4,32,21
11786,1,36,38
11785,1,1,4
11784,1,1,1
11783,1,15,1
11782,1,0,1
11781,4,29,40
11780,16,130,370
11779,1,18,25
11778,1,6,9
11777,1,1,1
11776,2,0,5
11775,16,91,250
11774,8,98,126
11773,1,26,48
11772,1,1,1
11771,1,0,28
11770,2,9,5
11769,2,32,100
11768,1,2,3
11767,40,0,28
11766,1,5,18
11765,6,29,57
11764,6,40,1
11763,1,1,15
11762,3,10,56
11761,1,8,16
11760,2,4,4
11759,1,98,136
11758,8,281,257
11757,13,906,143
11756,13,150,913
11755,6,1,40
11754,7,3,103
11753,1,5,2
11752,8,4,99
11751,1,1,1
11750,3,2,1
11749,1,3,3
11748,1,5,48
11747,4,45,54
11746,6,58,94
11745,2,0,6
11744,1,2,11
11743,13,903,142
11742,7,112,88
11741,5,0,66
11740,13,149,910
11739,7,260,324
11738,8,22,0
11737,3,34,34
11736,2,1,8
11735,5,249,273
11734,3,10,35
11733,1,13,41
11732,1,1,1
11731,6,14,46
11730,2,14,74
11729,1,1,1
11728,2,49,4
11727,5,20,115
11726,1,0,3
11725,2,4,49
11724,2,2,34
11723,1,1,1
11722,1,4,5
11721,1,1,2
11720,1,7,9
11719,5,1579,0
11718,8,3,37
11717,1,2,1
11716,1,19,1
11715,1,0,1
11714,1,1,4
11713,13,105,584
11712,1,3,4
11711,7,13,43
11710,1,6,7
11709,13,584,105
11708,69,771,1559
11707,1,142,104
11706,2,18,50
11705,1,1,4
11704,1,3,8
11703,1,1,55
11702,14,263,584
11701,1,11,12
11700,7,41,84
11699,12,15,12
11698,1,2,2
11697,1,3,11
11696,1,3,3
11695,1,2,1
11694,1,1,11
11693,5,3,89
11692,1,2,1
11691,1,3,3
11690,3,2,189
11689,1,1,1
11688,1,5,5
11687,1,5,4
11686,1,5,24
11685,1,19,19
11684,3,21,25
11683,1,1,1
11682,4,0,152
11681,1,6,12
11680,2,4,14
11679,1,1,0
11678,2,2,2
11677,2,2,2
11676,4,6,7
11675,4,0,86
11674,1,1,1
11673,2,25,40
11672,10,161,306
11671,1,0,4
11670,2,2,11
11669,1,1,1
11668,1,1,1
11667,9,19,25
11666,8,3,13
11665,2,2,2
11664,1,3,3
11663,1,1,1
11662,1,0,29
11661,1,1,1
11660,8,72,99
11659,2,2,3
11658,4,31,11
11657,4,3,9
11656,2,67,62
