revision,unique_types,entropy
29424,5,0.543
29426,3,0.39
29430,1,0.0
29437,2,0.256
29442,1,0.0
29444,5,0.563
29445,6,0.632
29452,3,0.39
29461,3,0.348
29462,1,0.0
29465,6,0.569
29468,2,0.256
29471,6,0.631
29474,9,0.696
29479,3,0.398
29480,5,0.552
29482,2,0.256
29483,4,0.512
29490,6,0.423
29493,1,0.0
29496,8,0.655
29497,6,0.628
29498,7,0.674
29499,8,0.651
29500,7,0.591
29501,9,0.598
29506,1,0.0
29508,5,0.543
29509,1,0.0
29511,1,0.0
29513,1,0.0
29516,4,0.424
29518,3,0.373
29519,1,0.0
29521,4,0.501
29522,8,0.415
29525,4,0.483
29527,3,0.353
29529,1,0.0
29539,8,0.71
29540,2,0.1
29543,2,0.185
29545,7,0.572
29546,1,0.0
29547,8,0.622
29548,5,0.507
29550,1,0.0
29559,1,0.0
29560,2,0.244
29564,7,0.36
29565,5,0.5
29572,5,0.554
29573,6,0.587
29574,7,0.267
29578,1,0.0
29580,5,0.435
29581,4,0.47
29583,5,0.524
29587,2,0.208
29588,5,0.537
29590,5,0.537
29603,7,0.663
29608,6,0.6
29609,2,0.256
29610,8,0.686
29611,1,0.0
29628,6,0.39
29629,1,0.0
29631,1,0.0
29632,1,0.0
29634,1,0.0
29635,1,0.0
29638,1,0.0
29642,1,0.0
29646,3,0.313
29647,7,0.547
29651,2,0.246
29655,3,0.384
29760,1,0.0
29795,5,0.488
29802,5,0.552
29803,4,0.484
29804,2,0.235
29805,8,0.659
29808,11,0.68
29809,3,0.373
29811,1,0.0
29812,1,0.0
29816,6,0.569
29818,1,0.0
29821,3,0.384
29823,1,0.0
29825,9,0.67
29831,0,0.0
29833,7,0.679
29834,11,0.691
29835,4,0.467
29838,5,0.539
29840,1,0.0
29841,2,0.215
29844,8,0.666
29845,1,0.0
29849,6,0.383
29850,4,0.459
29856,4,0.296
29859,2,0.252
29860,5,0.399
29861,4,0.412
29865,1,0.0
29867,5,0.543
29870,3,0.384
29871,3,0.384
29872,1,0.0
29873,1,0.0
29874,1,0.0
29875,1,0.0
29876,4,0.279
29877,3,0.28
29878,3,0.384
29880,3,0.384
29882,8,0.511
29883,10,0.442
29885,5,0.501
29887,1,0.0
29888,1,0.0
29892,1,0.0
29893,4,0.426
29894,2,0.185
29895,1,0.0
29896,8,0.181
29899,1,0.0
29900,5,0.542
29901,2,0.151
29902,6,0.603
29906,1,0.0
29913,1,0.0
29915,2,0.166
29919,5,0.415
29920,2,0.256
29921,5,0.527
29922,4,0.327
29923,6,0.432
29929,1,0.0
29930,2,0.235
29937,3,0.272
29945,1,0.0
29946,1,0.0
29947,2,0.235
29949,4,0.402
29950,2,0.235
29951,1,0.0
29952,4,0.216
29953,8,0.572
29954,1,0.0
29956,3,0.392
29958,1,0.0
29959,1,0.0
29966,2,0.208
29974,2,0.256
29975,7,0.696
29979,4,0.449
29980,1,0.0
29987,11,0.244
29988,1,0.0
29991,1,0.0
29992,2,0.256
29997,5,0.398
30000,1,0.0
30001,12,0.631
30002,1,0.0
30004,6,0.598
30005,4,0.449
30007,3,0.367
30009,3,0.406
30014,1,0.0
30017,3,0.273
30018,7,0.671
30021,6,0.623
30023,8,0.645
30026,7,0.418
30027,1,0.0
30028,3,0.351
30032,2,0.256
30034,4,0.402
30035,1,0.0
30037,3,0.384
30038,6,0.57
30043,10,0.506
30044,3,0.398
30046,2,0.256
30048,1,0.0
30050,8,0.459
30053,3,0.353
30057,5,0.534
30059,2,0.256
30060,3,0.406
30065,5,0.582
30067,3,0.28
30070,2,0.256
30075,6,0.581
30079,1,0.0
30081,1,0.0
30083,3,0.39
30086,4,0.31
30087,6,0.54
30088,2,0.235
30094,3,0.32
30095,1,0.0
30096,7,0.461
30099,1,0.0
30101,4,0.365
30107,2,0.208
30112,1,0.0
30113,1,0.0
30123,3,0.406
30131,2,0.235
30133,2,0.256
30144,1,0.0
30145,1,0.0
30151,4,0.353
30152,2,0.208
30159,1,0.0
30172,2,0.166
30176,1,0.0
30189,3,0.384
30191,7,0.584
30193,5,0.502
30200,3,0.171
30204,3,0.371
30207,4,0.396
30209,5,0.527
30212,5,0.136
30217,1,0.0
30218,3,0.384
30219,3,0.313
30221,2,0.235
30223,6,0.516
30224,1,0.0
30231,3,0.323
30238,6,0.365
30244,1,0.0
30246,4,0.496
30248,9,0.727
30249,2,0.235
30251,1,0.0
30252,3,0.392
30253,5,0.562
30255,0,0.0
30258,8,0.429
30260,3,0.384
30265,3,0.39
30268,6,0.586
30269,1,0.0
30270,6,0.514
30272,2,0.166
30273,1,0.0
30274,1,0.0
30275,4,0.491
30277,6,0.595
30279,8,0.335
30280,1,0.0
30281,3,0.332
30282,1,0.0
30283,4,0.398
30285,1,0.0
30287,3,0.384
30290,1,0.0
30291,4,0.413
30295,9,0.385
30298,1,0.0
30306,5,0.484
30307,11,0.62
30313,7,0.675
30317,1,0.0
30321,7,0.582
30324,6,0.628
30327,4,0.473
30328,1,0.0
30330,1,0.0
30333,1,0.0
30334,6,0.299
30337,4,0.429
30342,3,0.266
30344,2,0.235
30354,5,0.572
30355,1,0.0
30358,5,0.56
30359,6,0.545
30361,0,0.0
30365,1,0.0
30366,1,0.0
30370,2,0.208
30372,9,0.574
30374,4,0.483
30379,2,0.256
30384,6,0.41
30385,10,0.783
30386,3,0.384
30387,5,0.406
30405,2,0.185
30406,0,0.0
30408,2,0.166
30410,4,0.491
30412,0,0.0
30419,2,0.256
30421,1,0.0
30435,1,0.0
30437,2,0.055
30439,11,0.618
30440,2,0.256
30442,2,0.256
30443,6,0.486
30445,8,0.417
30446,4,0.436
30447,1,0.0
30450,1,0.0
30451,5,0.54
30452,2,0.255
30454,4,0.42
30457,4,0.424
30458,1,0.0
30460,4,0.465
30463,2,0.256
30464,3,0.392
30469,5,0.552
30472,5,0.467
30479,10,0.668
30480,8,0.715
30485,5,0.581
30490,0,0.0
30491,1,0.0
30503,1,0.0
30504,5,0.543
30507,3,0.39
30508,2,0.166
30509,1,0.0
30510,2,0.235
30511,6,0.618
30512,2,0.235
30513,2,0.235
30514,5,0.416
30515,7,0.62
30516,5,0.341
30518,2,0.256
30519,2,0.252
30521,6,0.572
30522,8,0.677
30523,2,0.256
30524,3,0.371
30526,6,0.564
30527,3,0.39
30530,1,0.0
30531,4,0.512
30532,6,0.385
30534,2,0.166
30535,5,0.514
30536,2,0.256
30537,5,0.52
30540,9,0.752
30541,8,0.741
30544,0,0.0
30545,4,0.512
30549,1,0.0
30550,3,0.384
30551,3,0.236
30552,1,0.0
30553,0,0.0
30569,1,0.0
30570,3,0.313
30576,1,0.0
30578,1,0.0
30579,6,0.542
30581,2,0.196
30582,1,0.0
30583,1,0.0
30585,5,0.502
30586,1,0.0
30594,2,0.129
30595,7,0.622
30596,9,0.617
30597,4,0.492
30599,2,0.256
30600,1,0.0
30604,1,0.0
30610,0,0.0
30622,5,0.528
30623,2,0.256
30625,9,0.752
30631,1,0.0
30633,5,0.491
30636,1,0.0
30637,4,0.448
30638,5,0.543
30639,6,0.518
30641,1,0.0
30644,2,0.256
30645,8,0.664
30647,6,0.645
30648,3,0.332
30650,2,0.256
30654,3,0.055
30655,7,0.672
30658,4,0.079
30660,4,0.23
30667,1,0.0
30669,1,0.0
30676,1,0.0
30681,4,0.416
30687,4,0.492
30688,4,0.448
30690,1,0.0
30693,4,0.472
30695,8,0.697
30702,2,0.256
30704,3,0.338
30705,4,0.472
30709,2,0.175
30710,1,0.0
30712,1,0.0
30714,7,0.563
30730,3,0.25
30732,7,0.599
30733,7,0.591
30735,4,0.506
30737,2,0.166
30739,8,0.578
30740,1,0.0
30741,1,0.0
30749,4,0.389
30750,4,0.427
30751,1,0.0
30752,1,0.0
30754,2,0.256
30759,2,0.256
30761,4,0.459
30764,2,0.038
30777,3,0.348
30779,5,0.508
30781,10,0.772
30783,7,0.369
30785,6,0.584
30787,2,0.256
30788,6,0.591
30789,8,0.678
30790,7,0.428
30794,4,0.397
30795,5,0.562
30797,2,0.185
30802,3,0.384
30804,4,0.477
30806,9,0.704
30811,4,0.472
30820,8,0.647
30824,1,0.0
30825,3,0.406
30827,3,0.373
30829,3,0.307
30830,2,0.256
30832,1,0.0
30833,2,0.076
30834,6,0.582
30835,2,0.071
30836,8,0.653
30838,1,0.0
30839,1,0.0
30840,2,0.12
30844,4,0.492
30845,5,0.478
30847,5,0.512
30848,6,0.609
30850,1,0.0
30851,8,0.301
30852,5,0.444
30855,1,0.0
30858,8,0.614
30859,1,0.0
30860,7,0.621
30863,0,0.0
30864,1,0.0
30867,2,0.235
30869,3,0.406
30874,1,0.0
30876,1,0.0
30878,2,0.256
30879,6,0.503
30880,2,0.235
30882,2,0.235
30886,2,0.256
30890,4,0.342
30893,3,0.406
30894,8,0.558
30895,3,0.392
30896,3,0.398
30901,3,0.39
30902,3,0.384
30938,7,0.692
30941,9,0.49
30950,2,0.235
30954,3,0.384
30955,4,0.492
30987,2,0.235
30988,4,0.366
30991,7,0.554
30992,3,0.313
30993,11,0.824
30996,5,0.574
31003,2,0.242
31006,2,0.166
31028,2,0.235
31031,4,0.174
31032,2,0.235
31034,6,0.304
31035,1,0.0
31038,1,0.0
31039,0,0.0
31045,1,0.0
31046,3,0.406
31051,3,0.293
31053,10,0.689
31057,2,0.057
31060,6,0.549
31061,4,0.492
31062,2,0.166
31063,11,0.643
31064,2,0.256
31065,2,0.185
31071,10,0.689
31073,1,0.0
31074,1,0.0
31075,4,0.363
31077,3,0.39
31084,1,0.0
31093,4,0.445
31098,6,0.133
31101,7,0.641
31102,0,0.0
31103,1,0.0
31115,2,0.256
31119,1,0.0
31122,3,0.406
31123,3,0.371
31124,5,0.541
31125,0,0.0
31130,6,0.54
31131,7,0.524
31133,3,0.406
31136,1,0.0
31137,1,0.0
31138,0,0.0
31140,2,0.185
31144,3,0.36
31160,4,0.448
31162,1,0.0
31172,4,0.402
31179,1,0.0
31205,3,0.367
31207,4,0.452
31217,5,0.494
31218,7,0.616
31227,1,0.0
31228,1,0.0
31229,3,0.406
31233,3,0.406
31237,1,0.0
31248,4,0.499
31267,1,0.0
31274,2,0.256
31281,1,0.0
31283,2,0.256
31284,1,0.0
31285,0,0.0
31288,0,0.0
31295,2,0.151
31306,5,0.19
31309,3,0.32
31311,4,0.489
31312,4,0.467
31313,7,0.688
31315,1,0.0
31319,2,0.256
31321,1,0.0
31325,2,0.235
31326,6,0.584
31327,4,0.436
31329,1,0.0
31335,1,0.0
31339,2,0.256
31344,2,0.256
31345,3,0.373
31346,4,0.491
31350,1,0.0
31351,6,0.565
31365,1,0.0
31366,5,0.549
31372,1,0.0
31373,1,0.0
31379,2,0.208
31380,1,0.0
31382,3,0.116
31383,5,0.547
31384,2,0.256
31385,1,0.0
31389,7,0.621
31391,2,0.235
31392,1,0.0
31393,1,0.0
31394,2,0.256
31395,9,0.609
31399,9,0.593
31401,2,0.129
31406,3,0.373
31407,2,0.151
31409,6,0.641
31410,1,0.0
31420,3,0.384
31428,3,0.353
31431,1,0.0
31436,6,0.496
31437,0,0.0
31438,3,0.222
31440,2,0.249
31441,2,0.256
31443,7,0.684
31444,6,0.619
31445,1,0.0
31447,5,0.543
31449,4,0.467
31452,9,0.523
31460,3,0.351
31467,6,0.612
31469,3,0.272
31473,9,0.332
31475,10,0.689
31476,1,0.0
31477,9,0.601
31478,5,0.428
31479,4,0.484
31480,2,0.256
31481,4,0.464
31485,2,0.057
31486,3,0.339
31488,1,0.0
31492,3,0.353
31493,1,0.0
31494,1,0.0
31495,1,0.0
31496,1,0.0
31499,2,0.256
31500,1,0.0
31501,7,0.367
31502,1,0.0
31505,6,0.369
31507,9,0.532
31509,5,0.383
31511,7,0.557
31512,5,0.552
31513,5,0.516
31514,2,0.256
31516,7,0.546
31517,4,0.492
31521,4,0.355
31524,4,0.492
31526,4,0.396
31532,5,0.552
31533,2,0.235
31534,2,0.256
31535,4,0.399
31539,1,0.0
31541,7,0.583
31544,9,0.516
31545,1,0.0
31548,3,0.348
31556,4,0.42
31560,3,0.384
31561,4,0.397
31566,3,0.39
31567,2,0.208
31569,1,0.0
31577,0,0.0
31584,2,0.256
31585,1,0.0
31589,1,0.0
31590,10,0.476
31591,2,0.256
31602,1,0.0
31617,2,0.256
31618,2,0.235
31619,7,0.385
31620,7,0.575
31621,2,0.256
31622,5,0.539
31623,0,0.0
31631,2,0.256
31636,2,0.151
31645,1,0.0
31646,7,0.648
31651,1,0.0
31653,3,0.351
31655,2,0.256
31661,3,0.307
31665,2,0.175
31666,9,0.685
31669,1,0.0
31673,10,0.678
31682,2,0.256
31685,1,0.0
31686,3,0.406
31692,1,0.0
31701,1,0.0
31702,9,0.651
31703,1,0.0
31706,6,0.596
31707,4,0.459
31709,6,0.56
31718,1,0.0
31723,1,0.0
31729,5,0.578
31732,3,0.175
31733,6,0.274
31735,4,0.392
31738,7,0.626
31749,12,0.636
31755,5,0.478
31759,2,0.256
31760,1,0.0
31761,2,0.235
31773,2,0.235
31779,2,0.256
31782,3,0.39
31783,3,0.348
31784,6,0.553
31792,0,0.0
31794,4,0.426
31798,1,0.0
31799,1,0.0
31800,5,0.572
31806,2,0.256
31812,1,0.0
31814,2,0.249
31815,7,0.332
31817,3,0.39
31819,4,0.472
31822,2,0.208
31823,8,0.625
31824,1,0.0
31826,3,0.232
31827,2,0.235
31829,4,0.492
31830,3,0.384
31833,2,0.256
31837,1,0.0
31838,7,0.585
31840,7,0.585
31843,3,0.35
31844,3,0.332
31846,1,0.0
31847,2,0.235
31849,2,0.201
31851,6,0.616
31883,1,0.0
31884,4,0.416
31885,4,0.491
31888,9,0.722
31890,5,0.097
31893,3,0.406
31897,5,0.475
31898,7,0.444
31900,5,0.36
31902,7,0.529
31903,3,0.384
31904,1,0.0
31905,1,0.0
31911,3,0.398
31913,2,0.256
31917,1,0.0
31918,6,0.519
31919,4,0.472
31920,11,0.799
31923,0,0.0
31924,7,0.417
31925,8,0.265
31928,0,0.0
31930,1,0.0
31932,1,0.0
31934,2,0.235
31937,0,0.0
31939,7,0.412
31941,5,0.509
31942,3,0.39
31943,3,0.384
31945,1,0.0
31946,5,0.393
31947,1,0.0
31951,6,0.596
31952,1,0.0
31953,2,0.151
31956,2,0.185
31960,2,0.256
31961,2,0.256
31974,0,0.0
31979,5,0.55
31981,9,0.675
31985,3,0.384
31988,2,0.252
31997,2,0.256
31998,2,0.208
31999,2,0.256
32008,1,0.0
32011,2,0.244
32013,2,0.235
32018,2,0.235
32019,11,0.787
32021,9,0.334
32024,2,0.208
32027,4,0.327
32031,5,0.518
32032,4,0.403
32033,3,0.384
32034,1,0.0
32037,1,0.0
32038,2,0.185
32039,3,0.32
32041,5,0.572
32045,2,0.256
32047,1,0.0
32048,2,0.235
32053,3,0.384
32067,1,0.0
32073,4,0.402
32075,4,0.47
32079,2,0.235
32080,2,0.249
32081,2,0.256
32086,1,0.0
32089,1,0.0
32090,3,0.406
32102,3,0.384
32103,4,0.491
32104,2,0.249
32106,6,0.658
32107,7,0.332
32108,9,0.571
32109,7,0.637
32120,3,0.353
32128,6,0.394
32132,4,0.499
32134,2,0.256
32138,2,0.256
32142,6,0.542
32145,9,0.645
32161,1,0.0
32162,1,0.0
32163,1,0.0
32176,2,0.185
32178,1,0.0
32180,3,0.373
32181,6,0.606
32182,2,0.256
32183,4,0.448
32187,1,0.0
32189,1,0.0
32190,1,0.0
32193,4,0.365
32194,4,0.431
32195,7,0.022
32196,4,0.262
32205,4,0.464
32208,9,0.587
32215,3,0.406
32216,5,0.522
32222,10,0.757
32237,4,0.323
32241,10,0.757
32250,2,0.216
32259,1,0.0
32275,1,0.0
32284,2,0.256
32285,3,0.188
32287,4,0.403
32291,1,0.0
32293,2,0.196
32297,9,0.614
32319,2,0.235
32329,8,0.667
32336,7,0.233
32341,1,0.0
32342,6,0.595
32346,11,0.748
32353,5,0.576
32354,7,0.642
32357,3,0.351
32360,3,0.384
32367,1,0.0
32368,2,0.256
32369,3,0.384
32373,1,0.0
32376,1,0.0
32377,1,0.0
32379,3,0.384
32381,10,0.65
32385,3,0.164
32392,6,0.528
32396,5,0.148
32397,4,0.396
32399,4,0.276
32400,4,0.363
32401,6,0.563
32405,3,0.318
32412,1,0.0
32413,2,0.235
32423,8,0.36
32424,14,0.664
32425,8,0.58
32426,5,0.576
32435,10,0.729
32443,4,0.323
32445,1,0.0
32448,7,0.539
32449,1,0.0
32453,2,0.12
32454,2,0.235
32463,1,0.0
32468,2,0.256
32473,11,0.749
32474,1,0.0
32476,2,0.256
32479,4,0.512
32480,5,0.527
32483,1,0.0
32484,5,0.542
32490,3,0.209
32499,2,0.208
32505,1,0.0
32506,1,0.0
32510,1,0.0
32511,7,0.552
32513,7,0.667
32514,4,0.164
32515,2,0.256
32516,6,0.453
32520,1,0.0
32523,6,0.497
32526,1,0.0
32531,5,0.073
32539,1,0.0
32542,1,0.0
32543,8,0.711
32544,2,0.235
32547,4,0.467
32550,1,0.0
32553,9,0.72
32555,3,0.332
32556,3,0.371
32557,4,0.472
32558,4,0.512
32568,8,0.624
32569,2,0.235
32571,1,0.0
32573,7,0.486
32576,3,0.384
32577,1,0.0
32578,2,0.256
32579,1,0.0
32580,0,0.0
32581,6,0.514
32582,3,0.078
32583,4,0.499
32584,1,0.0
32585,2,0.256
32586,6,0.489
32589,4,0.331
32592,1,0.0
32593,7,0.681
32596,2,0.12
32597,1,0.0
32598,7,0.512
32599,4,0.492
32600,6,0.567
32601,3,0.384
32603,9,0.528
32604,5,0.207
32606,1,0.0
32607,5,0.504
32608,1,0.0
32609,1,0.0
32610,2,0.208
32613,3,0.332
32614,2,0.208
32615,6,0.587
32616,0,0.0
32617,6,0.433
32620,2,0.256
32621,3,0.348
32622,1,0.0
32623,1,0.0
32624,2,0.129
32626,4,0.512
32627,7,0.678
32632,2,0.146
32634,4,0.458
32635,1,0.0
32636,2,0.256
32639,1,0.0
32640,5,0.234
32642,5,0.35
32643,1,0.0
32644,1,0.0
32645,3,0.406
32650,5,0.297
32651,6,0.401
32652,7,0.498
32654,2,0.235
32655,1,0.0
32656,1,0.0
32658,10,0.472
32662,4,0.328
32665,5,0.552
32666,3,0.373
32669,6,0.298
32671,1,0.0
32673,4,0.468
32674,9,0.623
32677,0,0.0
32678,6,0.588
32680,1,0.0
32682,3,0.222
32684,7,0.273
32685,3,0.32
32686,7,0.666
32687,2,0.256
32688,1,0.0
32689,1,0.0
32694,6,0.598
32696,2,0.256
32697,1,0.0
32698,2,0.235
32699,5,0.498
32700,3,0.252
32702,5,0.572
32703,8,0.722
32706,4,0.491
32708,4,0.445
32709,7,0.66
32710,1,0.0
32711,4,0.472
32714,0,0.0
32716,0,0.0
32717,7,0.634
32719,1,0.0
32721,3,0.26
32722,1,0.0
32723,5,0.398
32724,0,0.0
32726,6,0.319
32727,7,0.52
32729,8,0.693
32733,1,0.0
32734,7,0.54
32735,2,0.256
32736,2,0.208
32737,1,0.0
32738,1,0.0
32742,4,0.492
32743,3,0.373
32746,4,0.382
32747,1,0.0
32748,4,0.424
32750,6,0.18
32752,2,0.256
32754,6,0.529
32755,1,0.0
32756,1,0.0
32757,3,0.373
32758,2,0.185
32760,8,0.699
32761,5,0.48
32764,0,0.0
32765,3,0.384
32766,1,0.0
32767,5,0.385
32768,3,0.39
32770,3,0.406
32771,2,0.256
32772,4,0.459
32773,1,0.0
32774,7,0.487
32775,3,0.392
32776,4,0.343
32777,8,0.543
32779,9,0.659
32780,1,0.0
32781,1,0.0
32782,1,0.0
32783,7,0.688
32784,8,0.588
32785,2,0.256
32786,1,0.0
32788,3,0.297
32791,1,0.0
32793,1,0.0
32795,1,0.0
32796,5,0.513
32797,1,0.0
32799,9,0.349
32801,2,0.235
32803,4,0.506
32808,11,0.725
32809,3,0.222
32813,3,0.353
32814,1,0.0
32819,3,0.351
32820,2,0.235
32823,7,0.61
32825,1,0.0
32826,5,0.378
32827,1,0.0
32829,2,0.256
32833,6,0.619
32835,8,0.545
32840,1,0.0
32841,8,0.711
32842,3,0.338
32843,9,0.606
32844,8,0.655
32845,2,0.256
32846,8,0.644
32850,2,0.208
32853,2,0.256
32854,1,0.0
32855,1,0.0
32863,6,0.467
32864,6,0.62
32865,2,0.256
32866,4,0.492
32881,5,0.545
32884,2,0.256
32891,2,0.166
32894,10,0.505
32897,8,0.422
32898,7,0.459
32899,8,0.696
32900,5,0.36
32901,7,0.581
32902,4,0.459
32903,4,0.492
32904,4,0.464
32905,5,0.537
32906,1,0.0
32909,2,0.256
32917,9,0.543
32918,3,0.384
32919,0,0.0
32921,1,0.0
32922,6,0.57
32925,1,0.0
32928,5,0.56
32929,1,0.0
32931,1,0.0
32932,2,0.256
32934,5,0.592
32940,3,0.351
32941,1,0.0
32945,2,0.235
32947,6,0.567
32950,8,0.652
32955,2,0.192
32963,0,0.0
32965,1,0.0
32972,1,0.0
32973,2,0.208
32974,1,0.0
32976,5,0.581
32993,2,0.256
32997,2,0.256
32998,1,0.0
32999,5,0.555
33009,1,0.0
33010,5,0.552
33011,7,0.654
33012,10,0.648
33013,7,0.548
33015,2,0.235
33016,6,0.599
33018,1,0.0
33019,2,0.256
33020,6,0.563
33027,5,0.562
33028,1,0.0
33036,0,0.0
33037,1,0.0
33041,1,0.0
33049,1,0.0
33055,6,0.566
33057,2,0.256
33060,2,0.249
33068,1,0.0
33070,5,0.504
33071,5,0.572
33092,4,0.492
33093,9,0.687
33094,1,0.0
33095,5,0.478
33097,1,0.0
33107,3,0.348
33108,1,0.0
33109,1,0.0
33110,1,0.0
33111,4,0.492
33113,5,0.571
33114,3,0.304
33115,0,0.0
33121,9,0.737
33123,4,0.398
33125,8,0.531
33126,2,0.256
33128,7,0.669
33129,2,0.256
33130,1,0.0
33132,3,0.313
33133,1,0.0
33135,3,0.384
33136,2,0.208
33139,2,0.235
33142,0,0.0
33143,1,0.0
33144,1,0.0
33149,1,0.0
33151,7,0.653
33152,0,0.0
33155,5,0.514
33157,5,0.522
33158,2,0.235
33159,5,0.523
33160,3,0.406
33161,7,0.443
33162,1,0.0
33165,7,0.653
33166,9,0.578
33167,8,0.747
33170,5,0.584
33171,8,0.709
33172,3,0.406
33174,6,0.589
33175,0,0.0
33176,2,0.256
33177,5,0.326
33178,5,0.539
33179,2,0.256
33180,3,0.39
33185,1,0.0
33186,5,0.526
33188,6,0.52
33189,4,0.499
33200,3,0.211
33205,2,0.235
33208,7,0.378
33209,4,0.381
33210,1,0.0
33213,1,0.0
33214,2,0.256
33217,3,0.384
33222,4,0.459
33232,1,0.0
33238,2,0.155
33240,3,0.406
33241,1,0.0
33246,0,0.0
33251,3,0.384
33256,1,0.0
33259,2,0.151
33260,1,0.0
33261,6,0.622
33262,8,0.688
33271,2,0.256
33272,1,0.0
33275,4,0.452
33276,7,0.2
33278,1,0.0
33281,1,0.0
33282,1,0.0
33284,2,0.151
33290,5,0.527
33294,1,0.0
33296,2,0.235
33303,1,0.0
33306,4,0.473
33307,3,0.384
33308,9,0.723
33310,2,0.256
33311,3,0.39
33314,6,0.542
33316,4,0.449
33318,2,0.208
33329,7,0.302
33331,1,0.0
33332,3,0.32
33339,1,0.0
33340,6,0.542
33343,8,0.402
33344,5,0.5
33346,2,0.256
33350,0,0.0
33351,2,0.235
33352,4,0.499
33356,3,0.338
33357,7,0.678
33358,4,0.402
33359,2,0.256
33360,3,0.384
33362,4,0.197
33363,2,0.256
33364,3,0.351
33365,1,0.0
33368,7,0.417
33369,8,0.548
33370,4,0.467
33371,1,0.0
33372,3,0.131
33373,4,0.492
33380,8,0.634
33382,3,0.384
33384,5,0.572
33385,1,0.0
33388,7,0.55
33389,4,0.342
33390,1,0.0
33392,0,0.0
33393,3,0.384
33398,0,0.0
33399,7,0.457
33400,2,0.256
33401,9,0.666
33404,3,0.406
33405,4,0.047
33407,1,0.0
33412,4,0.441
33413,2,0.208
33420,4,0.427
33428,2,0.256
33434,2,0.235
33443,8,0.632
33447,4,0.436
33452,1,0.0
33453,2,0.166
33454,1,0.0
33455,2,0.252
33458,8,0.626
33462,5,0.516
33464,0,0.0
33481,5,0.465
33486,5,0.287
33487,1,0.0
33500,1,0.0
33506,3,0.384
33510,4,0.396
33517,2,0.249
33518,3,0.32
33519,3,0.332
33525,9,0.729
33527,8,0.645
33528,2,0.235
33529,4,0.431
33530,1,0.0
33531,5,0.527
33534,6,0.602
33538,4,0.457
33539,2,0.151
33542,9,0.125
33545,9,0.446
33546,4,0.347
33550,5,0.56
33551,1,0.0
33558,1,0.0
33559,1,0.0
33560,5,0.456
33561,1,0.0
33563,8,0.707
33564,10,0.753
33565,1,0.0
33566,1,0.0
33567,2,0.256
33569,2,0.235
33579,2,0.235
33581,9,0.549
33582,8,0.682
33583,2,0.256
33584,3,0.353
33585,2,0.047
33586,1,0.0
33589,4,0.492
33591,2,0.095
33592,4,0.491
33595,2,0.235
33599,3,0.383
33601,5,0.448
33603,9,0.669
33604,6,0.606
33607,9,0.676
33609,1,0.0
33610,2,0.235
33611,1,0.0
33614,1,0.0
33620,6,0.548
33628,2,0.185
33631,1,0.0
33633,0,0.0
33638,4,0.377
33639,1,0.0
33641,2,0.249
33644,4,0.459
33647,1,0.0
33649,6,0.597
33650,9,0.692
33657,1,0.0
33658,1,0.0
33659,8,0.688
33668,3,0.057
33672,7,0.562
33674,6,0.594
33683,9,0.627
33686,2,0.256
33689,4,0.264
33690,2,0.208
33691,2,0.235
33692,2,0.235
33694,4,0.429
33695,3,0.351
33698,4,0.347
33700,6,0.54
33701,1,0.0
33704,9,0.729
33705,0,0.0
33710,1,0.0
33712,0,0.0
33740,5,0.513
33741,4,0.431
33745,0,0.0
33746,2,0.256
33747,9,0.74
33748,3,0.39
33749,1,0.0
33750,3,0.209
33751,6,0.636
33752,4,0.318
33753,3,0.198
33754,1,0.0
33755,3,0.28
33756,4,0.451
33768,1,0.0
33769,4,0.501
33770,1,0.0
33771,1,0.0
33773,1,0.0
33774,3,0.384
33777,1,0.0
33779,0,0.0
33782,4,0.414
33783,2,0.235
33784,3,0.384
33785,9,0.627
33786,5,0.526
33787,1,0.0
33788,3,0.406
33800,2,0.256
33810,2,0.256
33816,1,0.0
33817,4,0.392
33820,6,0.496
33821,3,0.32
33825,5,0.543
33826,1,0.0
33829,1,0.0
33842,2,0.208
33844,8,0.601
33847,1,0.0
33855,3,0.39
33856,3,0.406
33857,4,0.499
33858,0,0.0
33859,1,0.0
33860,7,0.674
33861,4,0.448
33862,4,0.38
33863,5,0.571
33864,0,0.0
33866,1,0.0
33868,1,0.0
33872,3,0.313
33884,0,0.0
33886,1,0.0
33890,0,0.0
33892,2,0.083
33893,2,0.086
33898,5,0.488
33900,8,0.601
33901,3,0.32
33903,8,0.662
33904,2,0.256
33905,4,0.488
33917,4,0.492
33921,2,0.256
33923,8,0.661
33930,6,0.645
33933,3,0.384
33936,3,0.384
33937,1,0.0
33939,4,0.495
33942,3,0.182
33943,2,0.252
33945,4,0.349
33947,10,0.614
33948,4,0.448
33949,3,0.353
33950,4,0.331
33951,4,0.427
33952,10,0.749
33960,4,0.492
33962,1,0.0
33965,1,0.0
33966,1,0.0
33967,1,0.0
33970,2,0.235
33972,1,0.0
33982,1,0.0
33987,2,0.235
33989,4,0.404
33990,8,0.548
33993,7,0.608
33994,4,0.448
33995,3,0.406
34001,2,0.256
34005,6,0.483
34007,3,0.384
34010,1,0.0
34011,1,0.0
34012,3,0.36
34014,3,0.406
34015,1,0.0
34018,2,0.235
34019,2,0.129
34026,1,0.0
34028,3,0.25
34029,8,0.299
34030,1,0.0
34032,3,0.209
34033,3,0.373
34037,4,0.482
34040,2,0.208
34050,1,0.0
34053,4,0.491
34054,2,0.256
34056,2,0.249
34057,7,0.525
34058,3,0.406
