revision,unique_types,entropy
50662,1,0.0
50668,7,0.443
50669,3,0.166
50671,1,0.0
50673,4,0.448
50677,12,0.551
50678,1,0.0
50679,8,0.491
50680,2,0.235
50684,2,0.235
50693,4,0.381
50698,1,0.0
50703,1,0.0
50708,1,0.0
50709,4,0.512
50720,2,0.256
50721,9,0.698
50722,2,0.249
50727,3,0.351
50731,5,0.444
50744,0,0.0
50755,1,0.0
50756,2,0.256
50758,1,0.0
50761,7,0.62
50770,6,0.607
50771,2,0.216
50775,3,0.384
50776,2,0.256
50781,8,0.577
50782,7,0.719
50783,1,0.0
50784,2,0.166
50786,6,0.459
50790,2,0.208
50791,6,0.495
50793,3,0.185
50799,3,0.185
50802,2,0.256
50803,5,0.572
50804,5,0.542
50805,4,0.251
50806,5,0.512
50815,4,0.45
50816,4,0.178
50818,4,0.229
50819,6,0.234
50824,2,0.221
50832,4,0.512
50840,3,0.294
50855,2,0.256
50857,5,0.539
50858,1,0.0
50860,0,0.0
50861,4,0.43
50873,0,0.0
50875,2,0.256
50877,4,0.455
50878,5,0.562
50883,5,0.508
50891,2,0.007
50892,2,0.256
50893,0,0.0
50895,1,0.0
50896,2,0.256
50897,2,0.235
50898,4,0.512
50903,7,0.635
50904,7,0.63
50905,2,0.235
50906,5,0.542
50907,6,0.586
50908,1,0.0
50909,4,0.331
50910,4,0.431
50911,6,0.021
50912,3,0.332
50928,8,0.606
50929,7,0.466
50930,11,0.726
50931,13,0.802
50932,7,0.453
50938,0,0.0
50947,7,0.62
50948,7,0.073
50949,0,0.0
50981,3,0.332
50990,5,0.218
50991,4,0.459
50992,6,0.467
50998,4,0.496
50999,2,0.256
51000,4,0.383
51001,1,0.0
51035,2,0.256
51036,2,0.256
51037,3,0.406
51038,9,0.676
51039,5,0.524
51040,1,0.0
51041,2,0.256
51042,2,0.235
51043,5,0.572
51044,0,0.0
51046,2,0.208
51047,2,0.235
51048,9,0.616
51049,3,0.351
51050,7,0.579
51052,9,0.36
51054,6,0.365
51055,8,0.354
51056,8,0.357
51058,0,0.0
51061,1,0.0
51073,2,0.256
51075,0,0.0
51077,7,0.611
51078,7,0.461
51079,1,0.0
51080,2,0.235
51081,2,0.235
51082,7,0.156
51085,2,0.235
51086,6,0.355
51087,6,0.612
51088,2,0.185
51089,3,0.356
51090,8,0.715
51091,2,0.09
51092,4,0.346
51095,7,0.561
51096,6,0.475
51097,8,0.73
51099,2,0.235
51100,2,0.235
51108,1,0.0
51109,10,0.747
51110,4,0.445
51114,1,0.0
51116,1,0.0
51119,1,0.0
51120,5,0.304
51134,4,0.363
51135,14,0.619
51137,5,0.567
51142,4,0.47
51144,1,0.0
51145,2,0.256
51164,1,0.0
51174,2,0.235
51176,9,0.734
51178,11,0.724
51180,5,0.576
51181,6,0.546
51182,4,0.412
51184,2,0.235
51185,1,0.0
51186,1,0.0
51211,2,0.256
51212,7,0.346
51213,2,0.166
51215,9,0.674
51222,3,0.39
51224,1,0.0
51229,1,0.0
51231,6,0.516
51234,5,0.576
51238,2,0.093
51240,2,0.235
51241,6,0.619
51242,2,0.235
51243,2,0.256
51244,6,0.448
51245,5,0.509
51246,5,0.462
51247,9,0.711
51248,3,0.252
51252,0,0.0
51259,4,0.472
51260,7,0.155
51261,6,0.321
51262,3,0.353
51264,7,0.623
51265,6,0.561
51266,1,0.0
51267,4,0.492
51268,1,0.0
51270,1,0.0
51291,2,0.249
51294,4,0.431
51295,5,0.531
51296,7,0.619
51297,7,0.68
51298,0,0.0
51301,4,0.442
51302,9,0.774
51303,6,0.617
51305,1,0.0
51306,1,0.0
51313,2,0.235
51314,0,0.0
51315,1,0.0
51316,1,0.0
51344,1,0.0
51346,1,0.0
51350,6,0.468
51351,5,0.558
51352,7,0.379
51353,1,0.0
51354,1,0.0
51363,5,0.561
51365,1,0.0
51366,1,0.0
51377,6,0.108
51378,1,0.0
51379,1,0.0
51380,5,0.56
51388,4,0.384
51393,9,0.697
51394,4,0.29
51397,3,0.36
51398,3,0.272
51403,4,0.499
51404,2,0.252
51405,1,0.0
51406,7,0.478
51407,5,0.383
51410,6,0.297
51411,2,0.208
51417,1,0.0
51418,5,0.425
51419,3,0.373
51420,5,0.56
51421,6,0.629
51422,3,0.373
51423,0,0.0
51424,2,0.254
51429,4,0.47
51437,2,0.12
51439,1,0.0
51440,5,0.516
51441,1,0.0
51444,4,0.448
51446,8,0.425
51449,3,0.232
51450,2,0.256
51451,4,0.499
51457,7,0.704
51460,8,0.746
51469,7,0.56
51471,4,0.275
51472,4,0.292
51477,10,0.666
51478,3,0.384
51483,2,0.235
51488,0,0.0
51492,2,0.256
51499,0,0.0
51501,4,0.491
51502,1,0.0
51509,1,0.0
51514,3,0.346
51515,7,0.682
51521,3,0.398
51523,2,0.235
51527,5,0.531
51529,1,0.0
51539,3,0.39
51540,1,0.0
51546,6,0.646
51547,1,0.0
51548,7,0.698
51550,3,0.384
51553,5,0.268
51554,3,0.353
51558,9,0.443
51561,3,0.39
51563,7,0.663
51573,0,0.0
51578,1,0.0
51579,1,0.0
51580,7,0.695
51581,6,0.64
51587,3,0.406
51588,6,0.399
51590,5,0.575
51591,4,0.491
51592,5,0.463
51593,1,0.0
51594,2,0.256
51595,5,0.572
51598,7,0.636
51605,3,0.398
51608,2,0.256
51609,3,0.32
51610,6,0.549
51614,2,0.256
51620,1,0.0
51626,1,0.0
51633,3,0.329
51634,1,0.0
51635,1,0.0
51637,8,0.688
51638,2,0.256
51641,5,0.572
51653,1,0.0
51655,2,0.235
51656,2,0.256
51658,3,0.406
51666,1,0.0
51667,2,0.256
51668,1,0.0
51669,5,0.572
51672,2,0.235
51675,1,0.0
51676,3,0.392
51677,3,0.384
51682,6,0.626
51684,1,0.0
51713,3,0.254
51718,14,0.66
51719,2,0.151
51721,1,0.0
51723,10,0.767
51732,1,0.0
51733,2,0.235
51735,3,0.384
51736,4,0.491
51737,5,0.478
51738,8,0.671
51739,9,0.477
51740,8,0.478
51749,3,0.247
51752,6,0.641
51753,3,0.384
51754,7,0.433
51755,1,0.0
51756,3,0.067
51757,2,0.235
51776,10,0.454
51777,1,0.0
51778,6,0.384
51780,2,0.256
51781,1,0.0
51782,1,0.0
51784,1,0.0
51787,4,0.432
51789,2,0.224
51791,6,0.515
51794,2,0.235
51800,1,0.0
51807,2,0.235
51810,10,0.688
51811,6,0.598
51828,1,0.0
51829,0,0.0
51831,1,0.0
51832,1,0.0
51844,9,0.638
51851,7,0.547
51853,1,0.0
51858,6,0.553
51865,9,0.604
51868,3,0.39
51869,3,0.4
51870,2,0.256
51871,1,0.0
51873,1,0.0
51889,0,0.0
51893,7,0.048
51894,1,0.0
51895,4,0.478
51898,7,0.565
51899,5,0.504
51919,2,0.256
51921,2,0.235
51925,1,0.0
51932,1,0.0
51934,4,0.449
51938,8,0.378
51946,6,0.438
51947,4,0.472
51948,1,0.0
51949,4,0.318
51950,7,0.33
51951,4,0.512
51956,5,0.56
51960,4,0.473
51961,4,0.488
51963,5,0.552
51965,3,0.39
51967,3,0.384
51972,5,0.559
51974,1,0.0
51975,5,0.556
51977,1,0.0
51978,2,0.256
51981,1,0.0
51985,1,0.0
51986,1,0.0
51987,1,0.0
51991,4,0.396
51995,2,0.256
51996,6,0.626
51999,4,0.492
52011,5,0.545
52024,1,0.0
52027,7,0.295
52031,1,0.0
52040,1,0.0
52042,9,0.573
52043,3,0.39
52044,5,0.514
52045,1,0.0
52047,3,0.32
52048,1,0.0
52051,5,0.539
52052,3,0.39
52053,9,0.451
52057,0,0.0
52058,1,0.0
52061,5,0.505
52072,2,0.235
52079,3,0.338
52083,3,0.272
52089,7,0.388
52096,2,0.235
52100,1,0.0
52101,1,0.0
52104,1,0.0
52105,2,0.249
52118,1,0.0
52119,1,0.0
52126,3,0.373
52127,3,0.38
52128,5,0.471
52130,5,0.468
52131,3,0.4
52132,5,0.454
52133,3,0.406
52134,4,0.293
52135,4,0.412
52139,1,0.0
52140,3,0.384
52143,8,0.682
52144,4,0.491
52147,5,0.536
52148,6,0.383
52149,7,0.585
52150,1,0.0
52152,4,0.464
52173,2,0.256
52174,1,0.0
52175,3,0.294
52176,4,0.459
52181,1,0.0
52185,5,0.457
52186,5,0.576
52187,3,0.406
52189,1,0.0
52190,2,0.235
52195,5,0.576
52196,5,0.542
52197,2,0.235
52198,1,0.0
52199,3,0.174
52200,4,0.499
52203,4,0.484
52204,2,0.256
52205,5,0.444
52206,7,0.47
52207,5,0.576
52208,2,0.256
52209,4,0.472
52215,4,0.451
52216,3,0.406
52220,3,0.384
52221,4,0.472
52222,4,0.484
52224,1,0.0
52232,0,0.0
52248,5,0.361
52249,7,0.424
52251,5,0.506
52252,1,0.0
52253,1,0.0
52255,7,0.645
52257,1,0.0
52258,4,0.384
52259,1,0.0
52263,1,0.0
52275,11,0.521
52279,6,0.618
52281,3,0.232
52283,6,0.386
52285,3,0.39
52286,1,0.0
52289,6,0.484
52290,3,0.351
52291,3,0.342
52292,9,0.782
52293,7,0.657
52294,7,0.58
52306,3,0.319
52309,4,0.499
52336,8,0.68
52337,2,0.235
52341,0,0.0
52345,4,0.424
52352,3,0.406
52355,5,0.453
52360,2,0.208
52361,8,0.701
52362,5,0.467
52363,2,0.256
52364,2,0.185
52365,5,0.552
52366,6,0.64
52374,7,0.656
52385,0,0.0
52392,5,0.268
52396,1,0.0
52407,1,0.0
52409,2,0.139
52412,6,0.647
52414,1,0.0
52415,4,0.464
52416,5,0.546
52420,1,0.0
52422,3,0.384
52445,7,0.653
52448,3,0.367
52451,3,0.406
52464,7,0.546
52476,4,0.45
52481,7,0.631
52485,4,0.492
52487,2,0.208
52488,4,0.499
52491,2,0.185
52492,7,0.672
52493,2,0.256
52496,1,0.0
52500,4,0.459
52503,12,0.406
52504,11,0.536
52506,2,0.235
52507,3,0.384
52509,8,0.707
52510,0,0.0
52513,4,0.396
52520,13,0.699
52521,10,0.558
52522,12,0.627
52523,15,0.644
52524,12,0.528
52525,5,0.394
52526,10,0.405
52527,11,0.462
52528,8,0.427
52529,10,0.531
52531,10,0.591
52532,11,0.442
52534,11,0.479
52536,9,0.467
52539,9,0.392
52542,6,0.553
52548,7,0.471
52554,6,0.558
52555,8,0.709
52557,5,0.508
52558,5,0.543
52559,2,0.256
52560,7,0.59
52561,8,0.546
52562,6,0.524
52571,4,0.472
52575,2,0.256
52578,5,0.363
52579,2,0.235
52582,11,0.564
52597,5,0.527
52599,3,0.294
52605,2,0.235
52606,3,0.406
52608,6,0.487
52611,7,0.623
52613,5,0.542
52614,4,0.492
52615,2,0.249
52617,6,0.581
52618,3,0.307
52619,6,0.626
52620,6,0.646
52622,2,0.249
52623,10,0.62
52624,0,0.0
52634,9,0.65
52644,2,0.249
52645,3,0.294
52646,4,0.473
52647,2,0.235
52648,0,0.0
52649,2,0.255
52650,4,0.376
52651,2,0.208
52652,4,0.504
52653,9,0.654
52654,1,0.0
52656,1,0.0
52657,5,0.415
52661,3,0.36
52662,1,0.0
52664,3,0.32
52665,1,0.0
52666,3,0.28
52668,1,0.0
52669,0,0.0
52670,7,0.673
52675,1,0.0
52676,1,0.0
52678,3,0.39
52679,4,0.431
52680,0,0.0
52682,12,0.534
52684,11,0.714
52685,6,0.623
52686,2,0.249
52691,6,0.619
52692,2,0.185
52693,2,0.208
52694,4,0.472
52696,1,0.0
52697,2,0.235
52703,2,0.235
52704,3,0.384
52705,7,0.463
52708,7,0.588
52713,2,0.185
52714,4,0.158
52715,4,0.492
52716,1,0.0
52717,2,0.185
52718,3,0.373
52719,5,0.552
52721,3,0.373
52722,1,0.0
52723,2,0.235
52724,2,0.185
52725,2,0.235
52726,2,0.235
52727,3,0.384
52728,1,0.0
52729,3,0.384
52730,2,0.235
52732,4,0.426
52733,2,0.235
52734,6,0.589
52735,2,0.235
52736,1,0.0
52737,3,0.32
52738,3,0.32
52739,2,0.235
52740,3,0.384
52741,3,0.353
52742,1,0.0
52743,1,0.0
52746,1,0.0
52747,1,0.0
52750,10,0.531
52753,7,0.587
52761,2,0.235
52762,2,0.235
52767,1,0.0
52768,1,0.0
52769,1,0.0
52770,1,0.0
52771,2,0.235
52772,2,0.235
52773,2,0.235
52774,1,0.0
52775,2,0.235
52776,1,0.0
52778,2,0.235
52779,2,0.235
52780,2,0.235
52781,2,0.235
52783,2,0.235
52784,1,0.0
52785,8,0.592
52786,3,0.32
52787,2,0.112
52788,1,0.0
52789,2,0.235
52793,3,0.384
52794,3,0.384
52795,15,0.671
52802,1,0.0
52803,0,0.0
52804,5,0.529
52806,1,0.0
52808,3,0.398
52809,10,0.516
52813,5,0.461
52815,1,0.0
52817,0,0.0
52818,5,0.53
52819,5,0.405
52823,3,0.406
52824,1,0.0
52825,9,0.475
52826,8,0.692
52827,3,0.195
52828,3,0.39
52829,2,0.151
52831,7,0.571
52838,7,0.615
52839,3,0.373
52840,1,0.0
52842,2,0.256
52843,3,0.351
52846,1,0.0
52847,7,0.694
52850,6,0.533
52851,5,0.562
52853,4,0.491
52854,1,0.0
52855,1,0.0
52856,3,0.39
52864,4,0.458
52866,5,0.535
52872,7,0.664
52873,4,0.499
52874,1,0.0
52875,0,0.0
52878,7,0.689
52879,4,0.448
52880,7,0.581
52884,6,0.618
52885,2,0.256
52886,2,0.185
52887,7,0.639
52888,4,0.491
52889,5,0.533
52890,4,0.512
52892,7,0.359
52893,3,0.315
52894,6,0.584
52895,2,0.256
52896,5,0.492
52897,3,0.284
52898,2,0.256
52903,1,0.0
52906,4,0.458
52907,1,0.0
52909,2,0.256
52911,5,0.502
52916,6,0.584
52924,13,0.492
52934,8,0.187
52940,8,0.712
52947,6,0.578
52951,3,0.384
52952,2,0.253
52954,8,0.119
52956,4,0.491
52960,2,0.256
52961,7,0.679
52962,4,0.496
52963,2,0.235
52969,3,0.406
52971,3,0.36
52972,2,0.256
52973,4,0.341
52974,0,0.0
52975,3,0.32
52979,3,0.391
52997,0,0.0
52998,11,0.701
53002,4,0.263
53004,8,0.655
53006,3,0.373
53007,5,0.56
53008,3,0.233
53012,4,0.377
53013,0,0.0
53014,2,0.256
53015,2,0.256
53017,1,0.0
53018,3,0.384
53021,12,0.547
53022,1,0.0
53023,14,0.74
53025,5,0.132
53026,2,0.256
53030,4,0.374
53031,5,0.359
53032,2,0.151
53034,0,0.0
53037,2,0.235
53038,2,0.235
53039,1,0.0
53040,10,0.628
53041,1,0.0
53051,9,0.718
53052,6,0.569
53054,5,0.527
53055,3,0.32
53056,2,0.256
53057,2,0.151
53058,15,0.661
53059,13,0.499
53063,15,0.607
53064,6,0.303
53070,5,0.237
53076,8,0.153
53081,7,0.235
53083,1,0.0
53086,2,0.235
53087,8,0.153
53088,8,0.257
53089,4,0.459
53090,1,0.0
53091,8,0.528
53092,3,0.373
53093,7,0.397
53094,4,0.36
53095,3,0.28
53099,5,0.56
53100,11,0.721
53102,1,0.0
53104,2,0.235
53109,1,0.0
53113,5,0.571
53114,1,0.0
53115,3,0.294
53116,8,0.547
53117,1,0.0
53118,2,0.256
53119,4,0.36
53120,1,0.0
53121,1,0.0
53122,0,0.0
53123,2,0.185
53124,3,0.371
53125,15,0.672
53128,2,0.235
53132,0,0.0
53133,10,0.667
53136,2,0.185
53137,6,0.584
53139,1,0.0
53144,2,0.012
53145,3,0.363
53146,1,0.0
53147,3,0.332
53152,6,0.403
53153,7,0.672
53155,4,0.472
53156,7,0.682
53157,3,0.227
53159,0,0.0
53161,12,0.736
53162,4,0.331
53164,2,0.256
53168,11,0.713
53169,2,0.129
53172,1,0.0
53173,1,0.0
53178,4,0.415
53181,4,0.5
53182,1,0.0
53183,6,0.374
53185,2,0.235
53188,2,0.256
53191,4,0.491
53194,3,0.392
53198,3,0.39
53199,1,0.0
53200,4,0.459
53201,6,0.558
53203,2,0.09
53204,1,0.0
53208,3,0.406
53209,0,0.0
53212,1,0.0
53215,0,0.0
53216,1,0.0
53217,2,0.249
53219,1,0.0
53220,3,0.406
53223,1,0.0
53224,2,0.145
53226,15,0.694
53227,3,0.398
53228,6,0.626
53229,6,0.642
53230,4,0.492
53231,2,0.256
53237,1,0.0
53238,2,0.208
53240,3,0.351
53241,2,0.185
53243,4,0.491
53244,12,0.601
53245,1,0.0
53246,1,0.0
53249,6,0.617
53253,7,0.605
53258,1,0.0
53259,1,0.0
53261,2,0.256
53263,1,0.0
53264,4,0.402
53269,3,0.188
53270,5,0.349
53272,3,0.36
53275,3,0.406
53277,5,0.524
53285,3,0.384
53287,1,0.0
53288,1,0.0
53290,4,0.492
53296,1,0.0
53297,4,0.445
53298,1,0.0
53301,5,0.362
53303,2,0.256
53305,3,0.406
53307,3,0.398
53309,5,0.543
53311,0,0.0
53312,4,0.491
53313,2,0.208
53314,3,0.392
53315,7,0.425
53316,10,0.438
53317,7,0.633
53318,4,0.426
53320,1,0.0
53322,9,0.699
53324,5,0.594
53326,5,0.408
53327,4,0.382
53333,9,0.663
53338,1,0.0
53339,2,0.235
53340,1,0.0
53341,0,0.0
53343,3,0.384
53344,3,0.272
53345,3,0.384
53346,5,0.517
53348,2,0.221
53349,3,0.32
53351,1,0.0
53353,3,0.332
53356,0,0.0
53357,3,0.406
53360,3,0.406
53361,7,0.594
53362,2,0.256
53365,1,0.0
53368,5,0.556
53370,1,0.0
53372,2,0.256
53373,2,0.256
53374,4,0.512
53377,8,0.669
53379,4,0.472
53380,3,0.384
53382,11,0.534
53386,4,0.385
53391,9,0.688
53395,2,0.208
53396,1,0.0
53397,2,0.252
53398,2,0.256
53399,2,0.256
53400,15,0.718
53404,4,0.475
53405,4,0.464
53408,6,0.386
53409,1,0.0
53410,4,0.491
53412,5,0.517
53418,2,0.235
53420,9,0.482
53421,0,0.0
53422,9,0.581
53423,1,0.0
53426,1,0.0
53427,1,0.0
53428,2,0.112
53429,2,0.256
53430,2,0.185
53432,2,0.249
53435,6,0.484
53437,3,0.321
53440,6,0.362
53443,1,0.0
53444,1,0.0
53445,1,0.0
53446,11,0.648
53448,2,0.256
53451,6,0.523
53452,3,0.36
53455,6,0.603
53460,1,0.0
53468,3,0.307
53469,0,0.0
53471,7,0.678
53472,4,0.397
53473,1,0.0
53475,2,0.235
53476,4,0.494
53477,5,0.487
53479,5,0.552
53481,8,0.424
53482,6,0.267
53483,1,0.0
53487,1,0.0
53488,3,0.373
53491,4,0.256
53492,4,0.492
53493,1,0.0
53496,1,0.0
53497,3,0.209
53498,8,0.67
53499,6,0.626
53505,2,0.256
53506,1,0.0
53511,6,0.618
53512,1,0.0
53513,3,0.362
53515,9,0.691
53519,1,0.0
53520,6,0.629
53521,3,0.351
53522,9,0.69
53523,9,0.69
53524,9,0.679
53527,13,0.646
53528,1,0.0
53531,12,0.415
53536,3,0.296
53537,0,0.0
53540,1,0.0
53541,2,0.208
53544,0,0.0
53545,6,0.553
53546,5,0.594
53548,11,0.549
53549,7,0.642
53550,4,0.426
53551,1,0.0
53555,7,0.509
53556,7,0.682
53557,12,0.581
53558,3,0.304
53559,5,0.527
53561,3,0.294
53565,3,0.348
53567,4,0.448
53568,3,0.39
53569,1,0.0
53570,2,0.256
53571,2,0.235
53572,5,0.571
53573,3,0.406
53577,2,0.235
53578,5,0.479
53579,2,0.235
53580,1,0.0
53581,1,0.0
53582,8,0.717
53584,8,0.731
53586,4,0.488
53587,0,0.0
53588,0,0.0
53589,4,0.366
53590,9,0.709
53591,4,0.448
53592,7,0.642
53593,2,0.208
53594,2,0.086
53595,1,0.0
53596,2,0.235
53597,1,0.0
53599,5,0.441
53601,3,0.36
53602,2,0.256
53606,2,0.235
53611,1,0.0
53613,3,0.406
53614,2,0.252
53615,3,0.353
53617,1,0.0
53618,4,0.396
53620,8,0.731
53622,2,0.235
53623,2,0.252
53626,9,0.663
53627,2,0.256
53637,2,0.185
53638,7,0.445
53639,1,0.0
53640,1,0.0
53644,0,0.0
53646,3,0.222
53650,11,0.712
53651,2,0.185
53652,3,0.197
53656,3,0.353
53658,7,0.538
53660,4,0.347
53661,4,0.459
53662,6,0.506
53664,5,0.338
53665,3,0.406
53666,2,0.256
53667,1,0.0
53668,3,0.406
53669,6,0.617
53670,2,0.235
53671,4,0.467
53672,4,0.36
53673,3,0.403
53674,4,0.488
53675,1,0.0
53676,3,0.323
53680,2,0.256
53683,0,0.0
53686,3,0.353
53687,7,0.522
53689,4,0.508
53690,3,0.39
53695,6,0.513
53696,6,0.525
53698,1,0.0
53699,1,0.0
53701,4,0.467
53704,9,0.765
53715,7,0.636
53716,3,0.392
53721,3,0.214
53724,5,0.562
53725,1,0.0
53730,5,0.502
53731,1,0.0
53732,0,0.0
53733,3,0.326
53734,2,0.256
53735,3,0.398
53744,1,0.0
53746,0,0.0
53749,1,0.0
53759,4,0.402
53765,5,0.56
53767,7,0.546
53769,2,0.235
53770,7,0.659
53774,2,0.185
53783,2,0.172
53784,2,0.235
53785,1,0.0
53786,2,0.249
53798,0,0.0
53803,4,0.512
53804,4,0.512
53805,3,0.406
53817,1,0.0
53819,3,0.406
53824,1,0.0
53826,4,0.424
53827,4,0.424
53828,3,0.348
53829,2,0.235
53830,3,0.161
53836,2,0.249
53840,12,0.5
53841,2,0.256
53842,3,0.353
53844,1,0.0
53847,2,0.208
53848,13,0.721
53849,0,0.0
53850,6,0.503
53852,9,0.653
53854,1,0.0
53855,2,0.235
53857,2,0.256
53858,11,0.812
53859,7,0.55
53862,2,0.256
53864,4,0.491
53865,2,0.256
53868,1,0.0
53869,6,0.393
53870,6,0.606
53873,1,0.0
53875,5,0.479
53883,2,0.256
53884,1,0.0
53885,2,0.256
53889,2,0.256
53890,4,0.27
53919,6,0.336
53920,8,0.546
53921,4,0.491
53922,1,0.0
53924,5,0.5
53925,2,0.256
53927,2,0.112
53932,2,0.256
53935,5,0.587
53936,5,0.408
53939,4,0.512
53940,4,0.488
53941,2,0.151
53942,6,0.541
53945,9,0.608
53947,2,0.235
53948,2,0.235
53949,2,0.256
53961,6,0.64
53962,6,0.585
53966,4,0.448
53967,1,0.0
53976,1,0.0
53979,4,0.458
53980,4,0.445
53982,3,0.406
53983,2,0.235
53984,5,0.562
53985,1,0.0
53987,5,0.576
53988,5,0.55
53990,6,0.588
53991,5,0.545
53993,7,0.544
53994,4,0.472
53995,3,0.28
53996,8,0.693
53999,3,0.406
54001,4,0.512
54008,7,0.397
54013,8,0.686
54017,4,0.512
54019,5,0.522
54020,1,0.0
54026,2,0.252
54064,1,0.0
54068,2,0.256
54071,3,0.298
54074,2,0.235
54075,2,0.249
54076,3,0.384
54078,2,0.076
54079,4,0.424
54080,8,0.721
54081,6,0.619
54083,6,0.549
54084,4,0.459
54090,1,0.0
54096,1,0.0
54100,5,0.524
54101,6,0.625
54102,1,0.0
54105,6,0.536
54106,1,0.0
54108,3,0.384
54109,8,0.704
54111,3,0.356
54113,5,0.509
54115,2,0.221
54127,4,0.339
54133,6,0.593
54135,0,0.0
54145,1,0.0
54146,6,0.635
54147,1,0.0
54150,4,0.47
54151,3,0.39
54154,9,0.733
54158,2,0.249
54160,9,0.476
54161,2,0.256
54162,5,0.531
54163,7,0.624
54164,1,0.0
54169,9,0.551
54172,7,0.688
54173,3,0.36
54174,1,0.0
54175,7,0.495
54177,2,0.235
54182,0,0.0
54184,0,0.0
54191,1,0.0
54192,2,0.208
54197,4,0.459
54200,3,0.39
54201,1,0.0
54215,3,0.384
54216,3,0.384
54219,1,0.0
54220,6,0.655
54223,2,0.235
54225,2,0.256
54226,1,0.0
54230,1,0.0
54231,5,0.571
54232,1,0.0
54235,2,0.208
54245,1,0.0
54248,3,0.384
54249,1,0.0
54251,1,0.0
54253,5,0.344
54254,2,0.256
54256,4,0.354
54257,4,0.492
54260,3,0.384
54261,6,0.619
54262,5,0.408
54274,2,0.235
54276,4,0.473
54280,1,0.0
54285,3,0.353
54287,2,0.256
54294,6,0.522
54295,4,0.331
54296,1,0.0
54298,1,0.0
54300,6,0.613
54309,5,0.467
54310,1,0.0
54311,4,0.327
54312,4,0.408
54315,5,0.434
54324,0,0.0
54328,8,0.488
54329,2,0.166
54337,1,0.0
54338,1,0.0
54341,2,0.256
54342,7,0.586
54344,8,0.629
54346,5,0.203
54348,2,0.256
54349,1,0.0
54355,7,0.623
54359,4,0.512
54363,3,0.406
54366,3,0.332
54373,1,0.0
54377,1,0.0
54387,5,0.512
54398,1,0.0
54399,1,0.0
54401,1,0.0
54402,1,0.0
54403,1,0.0
54404,7,0.676
54405,2,0.235
54406,3,0.406
54407,1,0.0
54408,4,0.491
54409,2,0.235
54410,3,0.406
54413,2,0.235
54414,5,0.318
54415,2,0.256
54416,2,0.235
54417,3,0.351
54420,1,0.0
54425,8,0.613
54426,8,0.613
54427,8,0.496
54461,2,0.256
54462,2,0.256
54465,1,0.0
54466,6,0.618
54468,1,0.0
54473,4,0.492
54474,0,0.0
54477,6,0.554
54493,1,0.0
54497,1,0.0
54498,1,0.0
54500,2,0.235
54505,12,0.444
54506,1,0.0
54510,1,0.0
54512,1,0.0
54517,1,0.0
54518,1,0.0
54519,6,0.586
54520,2,0.139
54532,1,0.0
54550,3,0.332
54551,4,0.342
54554,5,0.512
54557,0,0.0
54560,2,0.201
54561,2,0.256
54562,0,0.0
54563,9,0.504
54564,1,0.0
54565,4,0.512
54568,6,0.568
54575,9,0.557
54576,5,0.562
54577,0,0.0
54578,4,0.289
54579,2,0.256
54580,10,0.533
54582,7,0.597
54587,4,0.488
54593,2,0.256
54594,4,0.459
54603,6,0.629
54605,3,0.384
54609,2,0.235
54612,3,0.19
54618,6,0.498
54624,1,0.0
54626,1,0.0
54631,1,0.0
54632,2,0.256
54634,4,0.402
54647,1,0.0
54649,5,0.594
54654,1,0.0
54659,1,0.0
54660,1,0.0
54661,4,0.108
54663,2,0.256
54665,0,0.0
54669,2,0.235
54670,2,0.166
54672,1,0.0
54674,1,0.0
54677,6,0.509
54683,4,0.361
54687,1,0.0
54701,3,0.28
54704,3,0.356
54706,0,0.0
54707,12,0.575
54709,3,0.32
54711,1,0.0
54713,4,0.232
54716,6,0.449
54717,1,0.0
54718,9,0.671
54719,9,0.557
54727,3,0.39
54729,2,0.235
54730,5,0.552
54731,1,0.0
54733,8,0.317
54736,3,0.39
54737,2,0.208
54738,1,0.0
54739,0,0.0
54745,3,0.38
54746,4,0.392
54749,8,0.67
54751,6,0.565
54754,2,0.254
54755,2,0.256
54758,8,0.556
54779,0,0.0
54780,1,0.0
54783,3,0.39
54787,4,0.348
54789,7,0.583
54802,7,0.522
54808,1,0.0
54810,2,0.235
54816,3,0.296
54823,10,0.445
54829,1,0.0
54832,11,0.635
54835,6,0.506
54836,2,0.139
54840,9,0.683
54844,2,0.256
54847,4,0.448
54855,9,0.659
54857,2,0.256
54858,1,0.0
54860,1,0.0
54861,2,0.235
54862,4,0.499
54863,7,0.56
54864,3,0.39
54878,4,0.358
54880,5,0.392
54881,2,0.256
54883,2,0.129
54884,2,0.208
54888,4,0.459
54889,1,0.0
54892,3,0.371
54894,7,0.602
54895,4,0.504
54897,1,0.0
54899,5,0.526
54904,2,0.139
54906,3,0.384
54913,1,0.0
54922,3,0.367
54923,4,0.467
54924,4,0.512
54925,2,0.151
54931,2,0.083
54932,1,0.0
54948,0,0.0
54949,4,0.263
54959,5,0.539
54969,1,0.0
54972,1,0.0
54974,5,0.571
54975,1,0.0
54976,0,0.0
54979,6,0.323
54993,6,0.402
54994,6,0.578
54995,2,0.256
54997,4,0.286
54998,2,0.235
55001,4,0.492
55003,0,0.0
55006,3,0.384
55007,2,0.256
55014,3,0.384
55019,3,0.39
55021,6,0.486
55022,6,0.436
55023,2,0.196
55024,4,0.33
55026,6,0.282
55028,5,0.264
55029,5,0.469
55030,3,0.236
55031,1,0.0
55032,2,0.12
55033,2,0.076
55034,5,0.167
55035,2,0.151
