revision,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
71043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71056,0,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0
71059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71060,4,1,16,4,2,0,6,4,0,0,0,0,0,0,0,0
71061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71071,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,4
71072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71081,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71082,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71093,0,1,8,0,0,1,2,3,0,0,1,3,0,0,0,1
71095,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0
71102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71103,1,5,1,0,0,1,0,0,0,0,0,41,0,0,0,14
71105,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71107,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
71110,2,3,11,1,0,3,0,2,0,0,0,5,0,0,0,1
71111,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,1
71112,0,5,39,0,3,0,5,7,0,0,0,9,0,0,0,1
71113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71114,1,4,20,0,0,4,6,6,0,0,0,10,0,0,0,2
71115,0,2,4,1,0,0,0,5,0,0,0,3,0,0,0,1
71116,0,3,47,0,0,2,0,0,0,0,0,0,0,0,0,0
71117,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
71119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71120,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71121,2,32,24,0,0,4,59,31,0,0,0,25,16,0,0,11
71127,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
71129,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
71159,2,0,6,0,0,2,0,3,0,0,0,0,0,0,0,0
71160,0,3,0,0,0,1,0,3,0,0,0,1,0,0,0,2
71166,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71169,0,1,0,0,0,0,36,1,0,0,0,0,0,0,0,0
71170,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0
71171,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,2
71172,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
71173,8,2,507,0,0,18,2,0,0,0,0,2,0,0,0,0
71189,2,5,16,0,0,1,5,3,0,0,1,8,0,0,0,5
71190,2,0,0,0,0,1,2,2,0,0,0,2,0,0,0,3
71198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71199,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1
71203,0,2,37,0,0,115,0,1,0,0,0,0,0,0,0,0
71205,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
71208,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
71216,0,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0
71217,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71233,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71237,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
71245,0,2,7,0,0,4,0,0,0,0,0,0,0,0,0,0
71251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71258,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0
71259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71265,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1
71266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71284,2,18,194,0,6,52,65,34,0,0,2,29,0,0,0,11
71287,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,6
71288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71303,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71306,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
71314,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
71317,4,8,197,0,0,17,144,0,0,0,0,7,0,0,0,1
71318,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,3
71320,9,0,9,0,0,0,0,3,0,0,0,1,0,0,0,0
71322,2,3,18,0,0,8,2,5,0,0,0,0,0,0,0,0
71330,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
71332,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
71334,0,0,74,0,0,0,2,0,0,0,0,0,0,0,1,0
71337,1,8,115,0,0,0,0,0,0,0,0,3,0,0,0,2
71339,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0
71340,1,2,7,0,0,1,30,6,0,0,0,2,0,0,0,1
71341,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0
71342,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
71343,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0
71345,1,1,7,0,0,0,0,1,0,0,0,2,0,0,0,3
71347,0,2,2,0,0,0,8,3,0,0,0,1,0,0,0,2
71352,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
71353,1,3,18,0,0,15,4,1,1,0,0,2,0,0,0,6
71354,2,7,11,0,0,11,0,2,0,6,2,3,0,0,0,2
71356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71357,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
71359,8,0,15,0,0,0,0,1,0,0,0,1,0,0,0,0
71362,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
71363,6,13,67,0,1,11,76,8,0,0,0,18,1,0,0,9
71366,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1
71367,2,9,0,0,0,0,0,1,0,0,0,2,0,0,0,3
71368,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0
71371,0,6,41,0,0,3,8,3,1,0,0,4,0,0,0,3
71375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71380,0,8,14,0,0,0,4,2,0,0,0,7,0,0,0,2
71381,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
71384,1,0,5,1,1,20,2,8,0,0,0,8,0,0,0,0
71387,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
71404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71406,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
71413,8,3,25,0,0,9,1,0,0,0,0,0,0,0,0,1
71436,1,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0
71439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71445,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4
71446,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0
71457,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0
71463,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
71465,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
71472,2,4,3,0,0,1,0,3,0,0,0,0,0,0,0,0
71473,2,1,1,0,0,0,6,0,0,0,0,2,0,0,0,2
71474,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
71475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
71476,0,0,8,0,1,0,6,5,0,0,0,1,0,0,0,0
71479,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
71482,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
71488,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2
71492,1,4,0,0,0,2,46,0,0,0,0,6,0,0,0,0
71499,0,4,6,0,0,7,7,3,0,0,0,1,0,0,0,1
71508,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
71514,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
71519,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71544,2,14,16,1,1,16,56,11,0,0,0,18,0,0,0,11
71550,2,1,0,0,0,1,15,3,0,0,0,5,0,0,0,0
71551,0,2,4,0,0,2,7,2,0,0,0,3,0,0,0,1
71556,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
71557,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
71558,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71568,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
71571,3,3,7,0,0,4,8,13,0,0,0,6,1,0,0,10
71572,0,1,2,0,0,0,0,2,0,0,0,3,0,0,0,2
71573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71575,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0
71581,1,4,6,0,0,0,2,1,0,0,1,2,0,0,0,4
71589,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0
71609,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
71610,0,1,15,0,0,11,2,0,0,0,0,3,0,0,0,0
71611,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
71612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71616,0,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0
71624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71631,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
71637,0,0,16,0,0,3,9,6,0,0,0,13,0,0,0,0
71640,2,1,36,0,0,63,8,7,0,0,0,22,0,1,0,0
71641,0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,1
71646,2,2,28,0,0,0,0,3,0,0,0,0,0,0,0,3
71647,0,3,140,0,0,1,0,5,0,0,0,1,0,0,0,0
71655,5,2,8,0,0,0,2,1,0,0,0,0,0,0,0,0
71658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71685,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0
71686,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
71687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71691,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
71692,8,3,25,0,0,9,1,0,0,0,0,0,0,0,0,1
71694,10,6,5,0,0,2,2,4,0,0,0,1,0,0,0,4
71695,28,17,89,3,5,7,15,6,0,0,0,13,0,1,0,5
71696,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
71697,6,15,73,0,5,8,18,14,2,0,1,10,2,5,2,7
71699,1,2,8,0,0,17,9,3,0,0,0,2,0,0,0,3
71700,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
71701,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
71702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71704,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
71706,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
71717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71723,0,8,5,0,0,4,13,1,0,0,0,3,0,0,0,4
71726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71728,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71730,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
71736,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
71740,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
71743,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1
71753,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
71759,9,20,122,2,3,38,127,9,0,0,0,34,11,1,0,15
71767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71768,1,11,110,0,3,28,33,8,0,0,0,22,1,1,0,15
71769,0,2,2,0,0,0,0,4,0,0,0,3,0,0,0,2
71770,5,3,13,1,0,5,99,1,0,0,0,6,10,0,0,0
71771,0,2,5,0,0,0,2,0,0,0,0,3,0,0,2,13
71772,2,5,4,0,0,0,0,6,0,0,0,2,0,0,0,0
71773,1,1,4,2,0,2,6,3,0,0,0,7,0,0,0,0
71775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71787,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
71790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71791,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
71823,2,5,61,1,5,2,26,11,0,0,0,12,0,0,0,0
71834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71851,0,4,8,0,0,1,0,2,0,0,0,2,0,0,0,0
71853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71858,1,2,0,0,0,0,6,1,0,0,0,4,0,0,0,0
71873,9,11,17,1,0,7,8,0,0,0,1,9,0,0,0,14
71876,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
71877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71880,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0
71883,0,18,4,0,0,6,2,2,0,0,0,3,0,0,1,1
71887,3,0,1,0,0,1,0,0,0,0,0,18,0,0,0,4
71899,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
71900,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0
71901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71908,0,4,0,0,0,5,0,0,0,0,0,2,0,0,0,3
71909,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,2
71910,10,2,20,1,1,1,15,7,0,0,1,8,0,0,0,3
71911,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,2
71913,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
71914,0,8,0,0,0,0,3,1,0,0,0,4,0,0,0,7
71931,0,0,4,0,0,1,0,1,0,0,0,10,0,0,0,0
71934,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
71935,0,2,0,0,0,13,0,4,0,0,0,2,0,0,0,0
71948,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0
71949,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0
71952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71958,2,1,0,0,0,21,0,0,0,0,1,1,0,0,0,2
71959,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,1
71960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71986,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
71998,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1
71999,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72016,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
72017,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
72018,1,3,116,0,0,17,5,3,0,0,0,5,0,0,0,1
72023,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0
72049,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
72050,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72053,0,6,12,0,2,0,0,0,0,0,0,7,0,0,0,4
72054,19,5,96,2,6,5,23,6,0,0,0,16,0,0,0,10
72056,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,2
72057,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,1
72062,21,0,57,0,0,4,0,0,0,0,0,2,0,0,0,0
72067,0,2,18,0,0,0,0,0,0,0,1,2,0,0,0,1
72069,1,4,7,0,0,0,1,8,0,0,0,1,0,0,0,0
72070,0,2,6,0,0,0,4,0,0,0,0,1,0,0,0,0
72071,0,2,0,0,0,4,0,0,1,0,1,0,0,0,0,3
72072,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
72073,0,2,0,0,0,0,1,0,0,0,0,3,0,0,2,2
72074,0,1,6,0,0,6,0,0,0,0,0,1,0,0,0,1
72075,0,3,0,0,0,11,0,0,0,0,1,2,0,0,0,1
72078,0,2,0,0,0,9,0,0,0,0,0,1,0,0,0,1
72080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72084,0,0,38,0,0,7,0,0,0,0,0,0,0,0,0,2
72086,0,0,38,0,0,7,0,0,0,0,0,0,0,0,0,2
72088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72089,2,5,2,0,0,0,4,5,0,0,0,2,0,0,0,0
72090,0,6,0,0,0,0,0,1,0,0,0,9,0,0,0,4
72091,3,6,38,0,0,0,6,0,0,0,0,1,0,0,0,0
72092,0,2,14,0,0,0,0,0,0,0,0,1,0,0,0,0
72093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72094,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
72098,1,0,2,0,0,1,1,2,0,0,0,3,0,0,0,1
72099,2,5,19,1,2,8,13,8,0,2,1,6,0,0,0,2
72105,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
72107,0,0,22,0,0,94,1,2,0,0,0,1,0,0,0,4
72108,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
72110,0,3,7,0,0,0,28,0,0,0,0,7,0,0,0,0
72124,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
72125,0,0,2,0,0,2,8,0,0,0,0,1,0,0,0,0
72126,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
72127,0,3,8,0,0,3,2,0,0,0,0,0,0,0,0,0
72139,0,0,2,0,0,0,8,1,0,0,0,1,0,0,0,0
72140,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
72147,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
72149,0,4,10,0,0,4,0,0,0,0,0,1,0,0,0,0
72150,4,0,34,4,2,0,16,0,0,0,0,14,0,0,0,0
72165,0,1,5,0,0,2,1,0,0,0,0,1,0,0,0,0
72178,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72179,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0
72180,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72181,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
72182,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72183,1,0,7,3,1,0,1,0,0,0,0,0,0,0,0,0
72186,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
72197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72198,2,2,8,0,0,0,0,2,0,0,0,0,0,0,0,2
72200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72208,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72213,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72214,0,5,0,0,0,0,5,3,0,0,0,2,0,0,0,0
72221,0,2,4,1,1,0,0,5,0,0,0,0,0,0,0,0
72230,0,4,0,0,0,0,23,1,0,0,2,0,0,0,0,0
72231,1,8,1,0,0,3,1,1,0,0,0,3,0,0,1,1
72232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72233,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
72234,6,5,5,0,0,3,35,1,0,0,0,7,0,0,0,3
72238,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
72242,0,2,2,0,0,1,12,0,0,0,0,1,0,0,0,2
72243,2,4,2,0,0,0,0,1,0,0,0,1,0,0,0,1
72247,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0
72248,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72249,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
72254,0,2,8,0,0,0,0,3,0,0,0,4,0,0,0,0
72255,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
72256,6,2,5,0,0,1,0,3,0,0,0,8,0,0,0,2
72259,1,16,1,0,0,3,0,2,0,0,1,3,0,0,0,2
72260,0,11,14,0,0,6,10,2,0,0,0,11,1,1,0,9
72272,0,6,1,0,0,0,0,11,0,0,1,7,0,0,0,2
72277,0,4,1,0,0,35,0,4,0,0,1,3,0,0,0,4
72285,1,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0
72287,0,2,8,0,0,2,0,0,0,0,0,1,0,0,0,0
72298,1,3,1,0,0,11,1,2,0,0,0,7,0,0,0,8
72302,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0
72303,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
72304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72305,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72307,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72312,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72322,1,11,76,0,0,10,32,2,0,0,1,10,0,0,0,21
72323,0,11,31,0,0,30,15,3,0,0,1,8,0,0,0,13
72324,0,6,93,0,0,5,54,0,0,0,0,0,0,0,0,8
72326,0,10,380,0,0,36,12,0,0,0,0,0,0,0,0,0
72327,6,0,182,0,0,22,6,3,0,0,0,18,0,0,0,0
72328,0,8,164,0,3,81,10,6,0,0,0,3,0,0,0,3
72329,7,2,142,0,0,0,9,24,0,0,0,14,0,0,0,3
72330,18,5,97,0,1,4,4,8,0,0,0,26,0,0,0,8
72331,0,12,5,0,0,27,50,1,0,0,0,6,1,1,0,7
72333,0,3,5,0,0,1,0,3,0,0,0,4,0,0,0,1
72341,0,1,10,1,0,1,11,3,0,0,1,32,0,0,0,16
72348,2,11,10,0,0,5,11,5,0,0,0,11,0,0,0,5
72354,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72361,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0
72391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72399,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2
72415,0,2,0,0,0,1,3,2,0,0,0,2,0,0,0,3
72420,2,0,29,0,0,15,9,1,0,0,1,0,2,0,0,1
72423,0,0,24,0,0,20,0,0,0,0,0,1,0,0,0,0
72424,0,1,0,0,0,5,0,0,0,0,0,6,0,0,0,5
72426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72427,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0
72428,0,2,4,0,0,2,0,0,0,0,0,3,0,0,0,1
72429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
72430,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
72434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72435,1,13,40,0,7,1,14,1,0,0,0,6,0,0,0,5
72436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72437,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4
72438,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72442,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72444,6,1,26,0,0,3,0,2,0,0,1,0,0,0,0,3
72449,5,0,19,1,0,4,0,8,0,0,0,17,0,0,0,0
72450,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
72453,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
72455,0,1,1,0,0,8,0,1,0,0,0,1,0,0,0,2
72466,0,2,0,0,0,7,0,0,0,0,1,3,2,0,0,2
72467,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5
72472,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
72476,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0
72477,0,6,30,0,0,0,0,1,0,0,0,0,0,0,0,0
72478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72479,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0
72480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
72481,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3
72483,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
72484,0,0,56,0,0,0,2,1,0,0,0,0,0,0,0,0
72496,3,8,215,0,0,7,2,0,0,0,0,2,0,0,0,0
72497,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0
72498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72502,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72504,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0
72505,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
72506,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0
72507,1,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0
72510,0,0,4,0,0,0,0,30,0,0,0,2,0,0,0,0
72512,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72514,0,1,26,0,0,3,0,0,0,0,0,0,0,0,0,0
72520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72523,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72535,1,2,13,0,0,0,5,0,0,0,0,0,0,0,0,0
72540,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0
72543,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72544,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72551,6,1,6,0,0,0,0,0,0,0,0,2,0,0,0,3
72552,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
72558,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
72559,0,4,1,0,0,95,0,7,2,0,5,6,0,0,1,11
72560,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72561,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72565,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1
72567,0,8,57,2,0,1,0,4,0,0,1,4,0,0,0,1
72569,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72571,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1
72575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72577,0,3,2,0,0,0,2,2,0,0,0,0,0,0,0,0
72579,39,18,160,6,5,12,26,45,0,0,3,39,0,1,0,11
72581,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0
72584,1,10,0,0,0,1,0,0,0,0,0,4,0,0,0,5
72589,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72590,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1
72591,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
72592,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0
