revision,call,comment,refactoring,init,type,preprocessor,parameter,flow_control_stmt,access,cpp_feature,data_type,declaration,constructor,destructor,class,function
17870,0,1,8,2,0,4,3,5,0,0,0,3,0,0,0,2
17871,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17872,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17873,0,2,2,0,0,0,8,1,0,0,0,1,0,0,0,0
17878,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17880,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
17884,0,1,4,0,0,5,0,0,0,0,0,1,0,0,0,0
17886,0,1,11,0,0,4,0,0,0,0,0,1,0,0,0,0
17888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17891,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1
17892,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
17893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17895,0,0,8,0,0,0,0,2,0,0,1,2,0,0,0,2
17896,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,4
17899,0,4,12,0,0,4,5,1,0,0,2,1,0,0,0,1
17900,1,0,9,0,2,1,2,0,0,0,0,0,0,0,0,1
17902,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1
17904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17908,0,1,0,0,1,4,0,7,0,0,0,1,0,0,0,0
17910,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
17912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17916,2,1,45,0,3,21,0,0,0,0,0,1,0,0,0,1
17923,5,21,270,0,12,17,64,48,0,0,4,38,0,0,0,0
17925,0,2,2,0,0,1,3,2,0,0,0,3,0,0,0,0
17926,1,3,20,0,0,0,0,2,0,0,0,4,0,0,0,0
17927,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
17936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17937,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0
17939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17943,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
17945,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
17947,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0
17948,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17949,0,0,32,0,0,22,4,0,0,0,0,2,0,0,0,0
17951,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,1
17954,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
17956,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,1
17958,0,3,2,0,0,1,3,7,0,0,0,2,0,0,0,2
17962,0,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0
17965,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
17966,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17969,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17973,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
17976,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
17978,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17980,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17981,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1
17982,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
17985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17988,6,0,14,0,0,6,7,0,0,0,0,1,0,0,0,0
17991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17992,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
17993,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
17997,0,1,2,0,0,1,0,1,0,0,0,5,0,0,0,2
17998,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1
18000,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
18001,0,5,22,0,0,2,92,2,0,0,0,1,0,0,0,3
18003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18005,108,269,1331,4,32,353,426,244,4,0,18,204,5,7,9,127
18006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18007,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18011,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18012,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18013,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18020,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18022,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0
18023,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0
18024,0,1,20,0,0,19,3,0,0,0,0,0,0,0,0,2
18026,0,2,2,0,0,2,3,1,0,0,0,1,0,0,0,0
18027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18028,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,1
18030,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0
18031,7,31,405,1,0,2,21,36,0,0,4,40,0,0,0,0
18034,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
18036,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0
18038,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18040,0,0,7,0,0,1,3,0,0,0,0,1,0,0,0,2
18041,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0
18042,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
18045,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
18046,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18047,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0
18049,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
18051,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
18053,0,0,8,2,0,0,39,0,0,0,0,0,0,0,0,0
18056,1,1,7,0,0,13,2,2,0,0,0,3,0,3,0,3
18061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18062,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3
18068,0,0,16,0,0,12,0,1,0,0,0,2,0,0,0,0
18070,0,1,10,0,0,2,0,4,0,0,0,2,0,0,0,0
18074,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
18075,0,0,8,0,0,2,0,4,0,0,0,0,0,0,0,0
18078,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
18079,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
18082,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18084,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18086,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18088,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18092,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0
18094,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0
18095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18098,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18099,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
18110,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0
18112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18113,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1
18115,0,7,11,0,0,4,0,2,0,0,3,3,0,0,0,3
18116,0,7,5,0,0,1,2,2,0,0,0,5,0,0,0,0
18118,6,1,28,0,0,3,6,1,0,0,0,1,0,0,0,0
18119,0,0,2,0,0,4,0,2,0,0,0,1,0,0,0,0
18121,0,3,3,0,0,4,4,2,0,0,0,4,0,0,0,0
18123,0,0,8,0,0,2,0,2,0,0,0,0,0,0,0,0
18126,2,1,14,0,0,0,3,0,0,0,0,0,0,0,0,0
18133,1,6,2,0,0,1,0,1,0,0,0,2,0,0,0,0
18136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
18137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18138,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
18140,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
18142,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18143,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18150,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
18159,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0
18160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18161,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0
18164,0,2,2,0,0,1,0,3,0,0,0,2,0,0,0,0
18169,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0
18170,0,0,5,0,0,2,5,2,0,0,0,2,0,0,0,0
18171,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
18172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18174,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,2
18175,2,0,8,0,2,0,0,4,0,0,0,0,0,0,0,0
18181,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
18184,0,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0
18186,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0
18187,0,4,7,1,0,2,1,0,0,0,0,0,0,0,0,0
18190,0,1,2,0,0,2,2,1,0,0,0,2,0,0,0,2
18193,0,1,4,0,0,2,3,2,0,0,0,4,0,0,0,0
18196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18198,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18200,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18202,0,4,0,0,0,0,3,1,0,0,0,1,0,0,0,0
18204,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,1
18209,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
18210,1,3,14,0,2,0,4,3,0,0,0,0,0,0,0,0
18211,5,2,13,0,0,0,6,6,0,0,0,0,0,0,0,0
18212,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
18213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18214,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18220,2,1,4,0,0,7,0,3,0,0,0,0,0,0,0,3
18223,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
18226,2,6,7,0,1,0,0,2,0,0,0,1,0,0,0,0
18227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18229,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
18230,2,0,54,0,0,5,24,0,0,0,0,0,0,0,0,0
18232,0,0,42,0,0,2,4,2,0,0,0,1,0,0,0,0
18238,2,0,92,0,0,6,24,1,0,0,0,1,0,0,0,0
18239,11,24,180,2,18,23,35,32,0,0,0,26,0,0,0,0
18241,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18248,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1
18249,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18250,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18251,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
18254,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,2
18260,1,0,54,0,0,23,6,0,0,0,0,1,0,0,0,0
18261,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18264,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18265,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18266,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0
18268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18275,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18278,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
18279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18280,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
18284,0,2,1,0,0,0,10,6,0,0,0,2,0,0,0,0
18285,0,2,14,0,0,2,0,0,0,0,1,3,0,0,0,2
18286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
18288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18289,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
18290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18293,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
18295,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
18296,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0
18298,1,0,0,0,0,1,7,2,0,0,0,2,0,0,0,0
18300,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1
18301,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18302,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
18305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18308,3,30,23,0,0,10,3,13,0,0,1,8,0,0,0,1
18311,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,2
18312,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
18316,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18317,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
18319,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18333,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,1
18336,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
18343,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
18344,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,2
18346,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18347,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0
18348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18357,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18363,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0
18364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18367,1,15,70,0,2,11,19,11,0,0,1,5,2,0,0,9
18377,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1
18378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18382,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
18383,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18388,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
18392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18398,0,0,2,0,0,4,1,1,0,0,0,1,0,0,0,1
18401,1,4,2,0,0,5,0,6,0,0,0,3,0,0,0,4
18402,5,10,31,0,0,0,5,5,0,0,0,0,0,0,0,0
18403,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
18404,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
18406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18410,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18411,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0
18414,33,1,81,0,0,5,4,1,0,0,0,3,0,0,0,0
18425,1,0,9,0,0,2,0,0,0,0,0,3,0,0,0,0
18426,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18430,2,11,39,1,0,42,8,13,0,0,0,10,0,0,0,9
18439,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
18444,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0
18445,3,18,103,0,0,12,19,18,0,0,0,6,0,0,0,18
18448,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18469,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18473,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18474,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
18475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18476,1,0,128,0,0,3,0,1,0,0,0,2,0,0,0,0
18477,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18479,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0
18480,0,0,20,0,0,0,2,1,0,0,0,0,0,0,0,1
18486,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18488,0,5,0,0,0,4,0,1,0,0,0,3,0,0,0,7
18490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18492,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,3
18494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18495,0,6,32,0,0,22,11,2,0,0,0,1,0,0,0,1
18496,0,3,0,0,0,3,0,3,0,0,0,1,2,0,0,3
18497,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18501,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0
18503,0,1,8,0,0,0,0,2,0,0,0,2,0,0,0,0
18505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18509,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
18517,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
18520,12,2,23,0,0,3,0,4,0,0,2,2,0,0,0,2
18528,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18531,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18534,1,0,101,0,0,16,2,0,0,0,0,2,0,0,0,0
18536,0,2,6,0,0,1,0,9,0,0,1,0,0,0,0,0
18538,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18540,1,9,3,0,0,0,2,7,0,0,0,3,0,0,0,3
18543,1,3,36,0,3,9,2,1,1,0,0,3,0,0,0,5
18546,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18552,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,1
18556,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
18557,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,4
18563,0,3,4,0,0,6,0,1,0,0,0,0,0,0,0,0
18567,0,6,13,0,0,0,4,6,0,0,0,4,0,0,0,2
18568,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
18578,0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0
18582,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18594,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
18595,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2
18597,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18600,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
18603,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
18606,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18612,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2
18613,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18614,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2
18615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18617,0,3,30,0,0,0,2,1,0,0,0,0,0,0,0,0
18619,0,1,7,0,0,0,7,1,0,0,0,2,0,0,0,0
18620,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
18621,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,1
18624,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18630,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0
18633,0,0,0,0,0,15,0,1,0,0,0,1,0,0,0,0
18641,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18645,0,0,10,0,0,6,0,6,0,0,0,1,0,0,0,0
18648,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0
18650,2,1,22,0,0,0,0,3,0,0,0,1,0,0,0,0
18656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18661,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0
18663,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
18666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18667,3,1,13,0,0,0,1,5,0,0,0,4,0,0,0,0
18669,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
18672,0,2,8,0,0,4,0,3,0,0,0,0,0,0,0,0
18677,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18679,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
18680,0,12,10,0,0,2,0,0,0,0,0,1,0,0,0,0
18682,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
18683,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,2
18686,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
18687,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18689,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
18692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18693,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
18694,0,34,2,0,0,2,0,0,0,0,1,0,0,0,0,1
18696,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18697,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18702,0,5,28,0,0,1,0,1,0,0,0,1,0,0,0,0
18703,1,3,6,0,0,1,0,1,0,0,0,1,0,0,0,3
18705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18706,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2
18708,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0
18709,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18712,2,6,55,2,0,9,0,5,0,0,0,7,0,0,0,2
18713,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18714,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18717,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2
18719,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
18722,0,0,2,0,1,5,0,0,0,0,1,0,0,0,0,0
18723,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0
18725,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18728,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0
18729,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18736,0,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0
18737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18741,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
18752,0,1,12,0,0,10,5,0,0,0,0,0,0,0,0,1
18754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18764,2,1,13,0,0,0,3,0,0,0,0,4,0,0,0,0
18766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18769,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
18772,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
18773,0,5,46,0,0,48,14,4,0,0,0,3,0,0,2,3
18774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18775,0,13,0,0,0,128,4,1,0,0,8,2,0,0,0,0
18776,0,4,6,0,0,21,0,2,2,0,0,1,0,0,0,0
18777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18781,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18782,12,4,41,0,0,6,0,0,0,0,0,1,0,0,0,0
18785,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18787,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
18788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18793,1,7,0,0,0,1,0,4,0,0,0,1,0,0,0,0
18796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18801,0,0,25,0,0,6,2,2,0,0,1,2,0,0,1,1
18814,0,5,10,0,0,6,2,2,0,0,0,3,0,0,0,5
18819,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1
18820,0,1,6,0,1,8,3,0,0,0,3,3,0,0,0,1
18821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18827,0,0,25,0,0,6,2,2,0,0,1,2,0,0,1,1
18829,4,223,236,4,1,83,12,66,0,0,2,31,0,0,0,10
18830,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0
18831,4,223,236,4,1,83,12,66,0,0,2,31,0,0,0,10
18844,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
18845,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
18848,0,0,6,0,1,1,0,0,0,0,0,1,0,0,0,1
18849,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18851,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0
18854,0,1,1,0,0,5,0,0,0,0,0,2,0,0,0,0
18859,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1
18860,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
18863,0,7,2,0,0,60,0,0,0,0,2,1,0,0,0,1
18868,0,5,12,1,3,0,2,5,0,0,0,6,0,0,0,2
18869,2,3,5,0,0,7,3,5,0,0,0,3,0,0,0,2
18870,4,2,32,0,0,4,0,3,1,0,2,12,0,0,0,0
18871,0,2,13,1,0,3,2,1,0,0,0,4,0,0,0,0
18876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18877,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18883,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
18884,0,8,4,0,0,4,4,2,0,0,0,4,0,0,0,6
18885,2,7,23,1,0,1,0,10,0,0,0,3,0,0,0,6
18888,2,7,23,1,0,1,2,10,0,0,0,3,0,0,0,6
18889,0,2,38,0,0,0,0,1,0,1,0,2,0,0,0,0
18890,0,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0
